MINISTER_MESSAGE_ENTRY;$TITLE$ $NAME$;$TITLE$ $NAME$;$TITLE$ $NAME$;;$TITLE$ $NAME$;;;;;;;;;x
EVENTHAPPENUS_SETUP;When a historical event happens to us.;When a historical event happens to us.;When a historical event happens to us.;;When a historical event happens to us.;;;;;;;;;x
EVENTHAPPENUS_HEADER;$foreign_minister$ reports on;$foreign_minister$ reports on;$foreign_minister$ reports on;;$foreign_minister$ reports on;;;;;;;;;x
EVENTHAPPENUS_1;$EVENT$;$EVENT$;$EVENT$;;$EVENT$;;;;;;;;;x
EVENTHAPPENUS_2;happened;happened;happened;;happened;;;;;;;;;x
EVENTHAPPENUS_3;to us.;to us.;to us.;;to us.;;;;;;;;;x
EVENTHAPPENUS_4;*;*;*;;*;;;;;;;;;x
EVENTHAPPENUS_5;*;*;*;;*;;;;;;;;;x
EVENTHAPPENUS_6;*;*;*;;*;;;;;;;;;x
EVENTHAPPENUS_LOG;Event: '$EVENT$' for player.;Event: '$EVENT$' for player.;Event: '$EVENT$' for player.;;Event: '$EVENT$' for player.;;;;;;;;;x
EVENTHAPPENUS_BTN1;OK;OK;OK;;OK;;;;;;;;;x
EVENTHAPPENUS_BTN2;OK;OK;OK;;OK;;;;;;;;;x
EVENTHAPPENUS_BTN3;*;*;*;;*;;;;;;;;;x
EVENTHAPPENUS_MAP;*;*;*;;*;;;;;;;;;x
DECISIONOTHER_SETUP;When another country executes a decision.;When another country executes a decision.;When another country executes a decision.;;When another country executes a decision.;;;;;;;;;x
DECISIONOTHER_HEADER;$foreign_minister$ reports on;$foreign_minister$ reports on;$foreign_minister$ reports on;;$foreign_minister$ reports on;;;;;;;;;x
DECISIONOTHER_1;$COUNTRY$;$COUNTRY$;$COUNTRY$;;$COUNTRY$;;;;;;;;;x
DECISIONOTHER_2;They have decided: ;They have decided: ;They have decided: ;;They have decided: ;;;;;;;;;x
DECISIONOTHER_3;$EVENT$!;$EVENT$!;$EVENT$!;;$EVENT$!;;;;;;;;;x
DECISIONOTHER_4;$DESC$;$DESC$;$DESC$;;$DESC$;;;;;;;;;x
DECISIONOTHER_5;*;*;*;;*;;;;;;;;;x
DECISIONOTHER_6;*;*;*;;*;;;;;;;;;x
DECISIONOTHER_LOG;Decision: $EVENT$ in $COUNTRY$.;Decision: $EVENT$ in $COUNTRY$.;Decision: $EVENT$ in $COUNTRY$.;;Decision: $EVENT$ in $COUNTRY$.;;;;;;;;;x
DECISIONOTHER_BTN1;OK;OK;OK;;OK;;;;;;;;;x
DECISIONOTHER_BTN2;OK;OK;OK;;OK;;;;;;;;;x
DECISIONOTHER_BTN3;*;*;*;;*;;;;;;;;;x
DECISIONOTHER_MAP;*;*;*;;*;;;;;;;;;x
DECISIONUS_SETUP;When we execute a decision.;When we execute a decision.;When we execute a decision.;;When we execute a decision.;;;;;;;;;x
DECISIONUS_HEADER;$foreign_minister$ reports on;$foreign_minister$ reports on;$foreign_minister$ reports on;;$foreign_minister$ reports on;;;;;;;;;x
DECISIONUS_1;$EVENT$!;$EVENT$!;$EVENT$!;;$EVENT$!;;;;;;;;;x
DECISIONUS_2;$DESC$;$DESC$;$DESC$;;$DESC$;;;;;;;;;x
DECISIONUS_3;*;*;*;;*;;;;;;;;;x
DECISIONUS_4;*;*;*;;*;;;;;;;;;x
DECISIONUS_5;*;*;*;;*;;;;;;;;;x
DECISIONUS_6;*;*;*;;*;;;;;;;;;x
DECISIONUS_LOG;Decision: $EVENT$ for player.;Decision: $EVENT$ for player.;Decision: $EVENT$ for player.;;Decision: $EVENT$ for player.;;;;;;;;;x
DECISIONUS_BTN1;OK;OK;OK;;OK;;;;;;;;;x
DECISIONUS_BTN2;OK;OK;OK;;OK;;;;;;;;;x
DECISIONUS_BTN3;*;*;*;;*;;;;;;;;;x
DECISIONUS_MAP;*;*;*;;*;;;;;;;;;x
LAW_APPOINTED_SETUP;When a new law is enacted.;When a new law is enacted.;When a new law is enacted.;;When a new law is enacted.;;;;;;;;;x
LAW_APPOINTED_HEADER;New law Enacted;New law Enacted;New law Enacted;;New law Enacted;;;;;;;;;x
LAW_APPOINTED_1;$LAWNAME$;$LAWNAME$;$LAWNAME$;;$LAWNAME$;;;;;;;;;x
LAW_APPOINTED_2;has been enacted as our new $POSITION$;has been enacted as our new $POSITION$;has been enacted as our new $POSITION$;;has been enacted as our new $POSITION$;;;;;;;;;x
LAW_APPOINTED_3;*;*;*;;*;;;;;;;;;x
LAW_APPOINTED_4;$EFFECT$\n$DESC$;$EFFECT$\n$DESC$;$EFFECT$\n$DESC$;;$EFFECT$\n$DESC$;;;;;;;;;x
LAW_APPOINTED_5;*;*;*;;*;;;;;;;;;x
LAW_APPOINTED_6;*;*;*;;*;;;;;;;;;x
LAW_APPOINTED_LOG;We enacted $LAWNAME$ as our $POSITION$.;We enacted $LAWNAME$ as our $POSITION$.;We enacted $LAWNAME$ as our $POSITION$.;;We enacted $LAWNAME$ as our $POSITION$.;;;;;;;;;x
LAW_APPOINTED_BTN1;OK;OK;OK;;OK;;;;;;;;;x
LAW_APPOINTED_BTN2;OK;OK;OK;;OK;;;;;;;;;x
LAW_APPOINTED_BTN3;Details;Details;Details;;Details;;;;;;;;;x
LAW_APPOINTED_MAP;*;*;*;;*;;;;;;;;;x
TECH_ONCE_SETUP;When a major technology has been researched.;When a major technology has been researched.;When a major technology has been researched.;;When a major technology has been researched.;;;;;;;;;x
TECH_ONCE_HEADER;Major Technology Researched.;Major Technology Researched.;Major Technology Researched.;;Major Technology Researched.;;;;;;;;;x
TECH_ONCE_1;$TYPE$;$TYPE$;$TYPE$;;$TYPE$;;;;;;;;;x
TECH_ONCE_2;$TITLE$, we have finished the research of $TYPE$ which will give us the following benefits.;$TITLE$, we have finished the research of $TYPE$ which will give us the following benefits.;$TITLE$, we have finished the research of $TYPE$ which will give us the following benefits.;;$TITLE$, we have finished the research of $TYPE$ which will give us the following benefits.;;;;;;;;;x
TECH_ONCE_3;$EFFECT$;$EFFECT$;$EFFECT$;;$EFFECT$;;;;;;;;;x
TECH_ONCE_4;*;*;*;;*;;;;;;;;;x
TECH_ONCE_5;*;*;*;;*;;;;;;;;;x
TECH_ONCE_6;*;*;*;;*;;;;;;;;;x
TECH_ONCE_LOG;Research of $TYPE$ finished.;Research of $TYPE$ finished.;Research of $TYPE$ finished.;;Research of $TYPE$ finished.;;;;;;;;;x
TECH_ONCE_BTN1;OK;OK;OK;;OK;;;;;;;;;x
TECH_ONCE_BTN2;OK;OK;OK;;OK;;;;;;;;;x
TECH_ONCE_BTN3;Details;Details;Details;;Details;;;;;;;;;x
TECH_ONCE_MAP;*;*;*;;*;;;;;;;;;x
TECH_REPEAT_SETUP;When you have increased your technological ability.;When you have increased your technological ability.;When you have increased your technological ability.;;When you have increased your technological ability.;;;;;;;;;x
TECH_REPEAT_HEADER;Technology Improvement;Technology Improvement;Technology Improvement;;Technology Improvement;;;;;;;;;x
TECH_REPEAT_1;$TYPE$ Advance!;$TYPE$ Advance!;$TYPE$ Advance!;;$TYPE$ Advance!;;;;;;;;;x
TECH_REPEAT_2;$TITLE$, we have improved our abilities in $TYPE$ to level $LEVEL$, giving us the following benefit.;$TITLE$, we have improved our abilities in $TYPE$ to level $LEVEL$, giving us the following benefit.;$TITLE$, we have improved our abilities in $TYPE$ to level $LEVEL$, giving us the following benefit.;;$TITLE$, we have improved our abilities in $TYPE$ to level $LEVEL$, giving us the following benefit.;;;;;;;;;x
TECH_REPEAT_3;$EFFECT$;$EFFECT$;$EFFECT$;;$EFFECT$;;;;;;;;;x
TECH_REPEAT_4;*;*;*;;*;;;;;;;;;x
TECH_REPEAT_5;*;*;*;;*;;;;;;;;;x
TECH_REPEAT_6;*;*;*;;*;;;;;;;;;x
TECH_REPEAT_LOG;$TYPE$ increased to $LEVEL$;$TYPE$ increased to $LEVEL$;$TYPE$ increased to $LEVEL$;;$TYPE$ increased to $LEVEL$;;;;;;;;;x
TECH_REPEAT_BTN1;OK;OK;OK;;OK;;;;;;;;;x
TECH_REPEAT_BTN2;OK;OK;OK;;OK;;;;;;;;;x
TECH_REPEAT_BTN3;Details;Details;Details;;Details;;;;;;;;;x
TECH_REPEAT_MAP;*;*;*;;*;;;;;;;;;x
WE_NUKE_SETUP;When we drop a nuke on an enemy province.;When we drop a nuke on an enemy province.;When we drop a nuke on an enemy province.;;When we drop a nuke on an enemy province.;;;;;;;;;x
WE_NUKE_HEADER;We have dropped a;We have dropped a;We have dropped a;;We have dropped a;;;;;;;;;x
WE_NUKE_1;Nuclear bomb on $PROV$;Nuclear bomb on $PROV$;Nuclear bomb on $PROV$;;Nuclear bomb on $PROV$;;;;;;;;;x
WE_NUKE_2;$TITLE$, we can report we have successfully dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;$TITLE$, we can report we have successfully dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;$TITLE$, we can report we have successfully dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;;$TITLE$, we can report we have successfully dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;;;;;;;;;x
WE_NUKE_3;The national unity of $TARGET$ has dropped by $IMPACT$.;The national unity of $TARGET$ has dropped by $IMPACT$.;The national unity of $TARGET$ has dropped by $IMPACT$.;;The national unity of $TARGET$ has dropped by $IMPACT$.;;;;;;;;;x
WE_NUKE_4;*;*;*;;*;;;;;;;;;x
WE_NUKE_5;*;*;*;;*;;;;;;;;;x
WE_NUKE_6;*;*;*;;*;;;;;;;;;x
WE_NUKE_LOG;We nuked $PROV$, reducing $TARGET$'s national unity by $IMPACT$.;We nuked $PROV$, reducing $TARGET$'s national unity by $IMPACT$.;We nuked $PROV$, reducing $TARGET$'s national unity by $IMPACT$.;;We nuked $PROV$, reducing $TARGET$'s national unity by $IMPACT$.;;;;;;;;;x
WE_NUKE_BTN1;OK;OK;OK;;OK;;;;;;;;;x
WE_NUKE_BTN2;OK;OK;OK;;OK;;;;;;;;;x
WE_NUKE_BTN3;Details;Details;Details;;Details;;;;;;;;;x
WE_NUKE_MAP;Nuclear Attack!;Nuclear Attack!;Nuclear Attack!;;Nuclear Attack!;;;;;;;;;x
NUKE_ON_US_SETUP;When someone drops a nuke on one of our provinces.;When someone drops a nuke on one of our provinces.;When someone drops a nuke on one of our provinces.;;When someone drops a nuke on one of our provinces.;;;;;;;;;x
NUKE_ON_US_HEADER;$EVIL$ has dropped a;$EVIL$ has dropped a;$EVIL$ has dropped a;;$EVIL$ has dropped a;;;;;;;;;x
NUKE_ON_US_1;Nuclear bomb on $PROV$;Nuclear bomb on $PROV$;Nuclear bomb on $PROV$;;Nuclear bomb on $PROV$;;;;;;;;;x
NUKE_ON_US_2;$TITLE$, we are shocked to report that $EVIL$ have dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;$TITLE$, we are shocked to report that $EVIL$ have dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;$TITLE$, we are shocked to report that $EVIL$ have dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;;$TITLE$, we are shocked to report that $EVIL$ have dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;;;;;;;;;x
NUKE_ON_US_3;Our national unity has dropped by $IMPACT$.;Our national unity has dropped by $IMPACT$.;Our national unity has dropped by $IMPACT$.;;Our national unity has dropped by $IMPACT$.;;;;;;;;;x
NUKE_ON_US_4;*;*;*;;*;;;;;;;;;x
NUKE_ON_US_5;*;*;*;;*;;;;;;;;;x
NUKE_ON_US_6;*;*;*;;*;;;;;;;;;x
NUKE_ON_US_LOG;$EVIL$ nuked $PROV$, reducing our national unity by $IMPACT$.;$EVIL$ nuked $PROV$, reducing our national unity by $IMPACT$.;$EVIL$ nuked $PROV$, reducing our national unity by $IMPACT$.;;$EVIL$ nuked $PROV$, reducing our national unity by $IMPACT$.;;;;;;;;;x
NUKE_ON_US_BTN1;OK;OK;OK;;OK;;;;;;;;;x
NUKE_ON_US_BTN2;OK;OK;OK;;OK;;;;;;;;;x
NUKE_ON_US_BTN3;Details;Details;Details;;Details;;;;;;;;;x
NUKE_ON_US_MAP;Nuclear Attack!;Nuclear Attack!;Nuclear Attack!;;Nuclear Attack!;;;;;;;;;x
NUKE_ON_OTHER_SETUP;When someone else drops a nuke on an enemy province.;When someone else drops a nuke on an enemy province.;When someone else drops a nuke on an enemy province.;;When someone else drops a nuke on an enemy province.;;;;;;;;;x
NUKE_ON_OTHER_HEADER;$EVIL$ has dropped a;$EVIL$ has dropped a;$EVIL$ has dropped a;;$EVIL$ has dropped a;;;;;;;;;x
NUKE_ON_OTHER_1;Nuclear bomb on $PROV$;Nuclear bomb on $PROV$;Nuclear bomb on $PROV$;;Nuclear bomb on $PROV$;;;;;;;;;x
NUKE_ON_OTHER_2;$TITLE$, we can report that $EVIL$ have dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;$TITLE$, we can report that $EVIL$ have dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;$TITLE$, we can report that $EVIL$ have dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;;$TITLE$, we can report that $EVIL$ have dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;;;;;;;;;x
NUKE_ON_OTHER_3;The national unity of $TARGET$ has dropped by $IMPACT$.;The national unity of $TARGET$ has dropped by $IMPACT$.;The national unity of $TARGET$ has dropped by $IMPACT$.;;The national unity of $TARGET$ has dropped by $IMPACT$.;;;;;;;;;x
NUKE_ON_OTHER_4;*;*;*;;*;;;;;;;;;x
NUKE_ON_OTHER_5;*;*;*;;*;;;;;;;;;x
NUKE_ON_OTHER_6;*;*;*;;*;;;;;;;;;x
NUKE_ON_OTHER_LOG;$EVIL$ nuked $PROV$, reducing $TARGET$'s national unity by $IMPACT$.;$EVIL$ nuked $PROV$, reducing $TARGET$'s national unity by $IMPACT$.;$EVIL$ nuked $PROV$, reducing $TARGET$'s national unity by $IMPACT$.;;$EVIL$ nuked $PROV$, reducing $TARGET$'s national unity by $IMPACT$.;;;;;;;;;x
NUKE_ON_OTHER_BTN1;OK;OK;OK;;OK;;;;;;;;;x
NUKE_ON_OTHER_BTN2;OK;OK;OK;;OK;;;;;;;;;x
NUKE_ON_OTHER_BTN3;Details;Details;Details;;Details;;;;;;;;;x
NUKE_ON_OTHER_MAP;Nuclear Attack!;Nuclear Attack!;Nuclear Attack!;;Nuclear Attack!;;;;;;;;;x
WE_ATTACK_CONVOY_SETUP;When we attack a convoy.;When we attack a convoy.;When we attack a convoy.;;When we attack a convoy.;;;;;;;;;x
WE_ATTACK_CONVOY_HEADER;Our convoy-raiders have caught a convoy, and attacked it in;Our convoy-raiders have caught a convoy, and attacked it in;Our convoy-raiders have caught a convoy, and attacked it in;;Our convoy-raiders have caught a convoy, and attacked it in;;;;;;;;;x
WE_ATTACK_CONVOY_1;$PROV$;$PROV$;$PROV$;;$PROV$;;;;;;;;;x
WE_ATTACK_CONVOY_2;$TITLE$, we can report that we have managed to sink;$TITLE$, we can report that we have managed to sink;$TITLE$, we can report that we have managed to sink;;$TITLE$, we can report that we have managed to sink;;;;;;;;;x
WE_ATTACK_CONVOY_3;$TRANSPORTS$ transport(s) and $ESCORTS$ escort(s).;$TRANSPORTS$ transport(s) and $ESCORTS$ escort(s).;$TRANSPORTS$ transport(s) and $ESCORTS$ escort(s).;;$TRANSPORTS$ transport(s) and $ESCORTS$ escort(s).;;;;;;;;;x
WE_ATTACK_CONVOY_4;This convoy was on the $CONVOY$ route.;This convoy was on the $CONVOY$ route.;This convoy was on the $CONVOY$ route.;;This convoy was on the $CONVOY$ route.;;;;;;;;;x
WE_ATTACK_CONVOY_5;*;*;*;;*;;;;;;;;;x
WE_ATTACK_CONVOY_6;*;*;*;;*;;;;;;;;;x
WE_ATTACK_CONVOY_LOG;We sink $TRANSPORTS$ transport(s) and $ESCORTS$ escort(s) in $PROV$ on the $CONVOY$ convoy.;We sink $TRANSPORTS$ transport(s) and $ESCORTS$ escort(s) in $PROV$ on the $CONVOY$ convoy.;We sink $TRANSPORTS$ transport(s) and $ESCORTS$ escort(s) in $PROV$ on the $CONVOY$ convoy.;;We sink $TRANSPORTS$ transport(s) and $ESCORTS$ escort(s) in $PROV$ on the $CONVOY$ convoy.;;;;;;;;;x
WE_ATTACK_CONVOY_BTN1;OK;OK;OK;;OK;;;;;;;;;x
WE_ATTACK_CONVOY_BTN2;OK;OK;OK;;OK;;;;;;;;;x
WE_ATTACK_CONVOY_BTN3;Goto;Goto;Goto;;Goto;;;;;;;;;x
WE_ATTACK_CONVOY_MAP;Convoy Engaged!;Convoy Engaged!;Convoy Engaged!;;Convoy Engaged!;;;;;;;;;x
CONVOY_ATTACK_ON_US_SETUP;When one of our convoys is under attack;When one of our convoys is under attack;When one of our convoys is under attack;;When one of our convoys is under attack;;;;;;;;;x
CONVOY_ATTACK_ON_US_HEADER;Convoy under attack in;Convoy under attack in;Convoy under attack in;;Convoy under attack in;;;;;;;;;x
CONVOY_ATTACK_ON_US_1;$PROV$;$PROV$;$PROV$;;$PROV$;;;;;;;;;x
CONVOY_ATTACK_ON_US_2;$TITLE$, we can report that our $CONVOY$ convoy has been under attack and lost;$TITLE$, we can report that our $CONVOY$ convoy has been under attack and lost;$TITLE$, we can report that our $CONVOY$ convoy has been under attack and lost;;$TITLE$, we can report that our $CONVOY$ convoy has been under attack and lost;;;;;;;;;x
CONVOY_ATTACK_ON_US_3;$TRANSPORTS$ transport(s) and $ESCORTS$ escort(s).;$TRANSPORTS$ transport(s) and $ESCORTS$ escort(s).;$TRANSPORTS$ transport(s) and $ESCORTS$ escort(s).;;$TRANSPORTS$ transport(s) and $ESCORTS$ escort(s).;;;;;;;;;x
CONVOY_ATTACK_ON_US_4;*;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_5;*;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_6;*;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_LOG;The $CONVOY$ convoy lost $TRANSPORTS$ transport(s) and $ESCORTS$ escort(s) in $PROV$.;The $CONVOY$ convoy lost $TRANSPORTS$ transport(s) and $ESCORTS$ escort(s) in $PROV$.;The $CONVOY$ convoy lost $TRANSPORTS$ transport(s) and $ESCORTS$ escort(s) in $PROV$.;;The $CONVOY$ convoy lost $TRANSPORTS$ transport(s) and $ESCORTS$ escort(s) in $PROV$.;;;;;;;;;x
CONVOY_ATTACK_ON_US_BTN1;OK;OK;OK;;OK;;;;;;;;;x
CONVOY_ATTACK_ON_US_BTN2;OK;OK;OK;;OK;;;;;;;;;x
CONVOY_ATTACK_ON_US_BTN3;Goto;Goto;Goto;;Goto;;;;;;;;;x
CONVOY_ATTACK_ON_US_MAP;Convoy under attack!;Convoy under attack!;Convoy under attack!;;Convoy under attack!;;;;;;;;;x
WE_MOBILIZE_SETUP;When we mobilize in preparation of war.;When we mobilize in preparation of war.;When we mobilize in preparation of war.;;When we mobilize in preparation of war.;;;;;;;;;x
WE_MOBILIZE_HEADER;We have set in motion to;We have set in motion to;We have set in motion to;;We have set in motion to;;;;;;;;;x
WE_MOBILIZE_1;MOBILIZE;MOBILIZE;MOBILIZE;;MOBILIZE;;;;;;;;;x
WE_MOBILIZE_2;our armed forces, and we will soon be able to field a strong army. However, this will be seen as a threatening move by our potential enemies.;our armed forces, and we will soon be able to field a strong army. However, this will be seen as a threatening move by our potential enemies.;our armed forces, and we will soon be able to field a strong army. However, this will be seen as a threatening move by our potential enemies.;;our armed forces, and we will soon be able to field a strong army. However, this will be seen as a threatening move by our potential enemies.;;;;;;;;;x
WE_MOBILIZE_3;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_4;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_5;*;*;*;;*;;;;;;;;;x
WE_MOBILIZE_6;*;*;*;;*;;;;;;;;;x
