MESSAGE_HEAD_GOV;The Minister of Security reports;The Minister of Security reports;The Minister of Security reports;;The Minister of Security reports;;;;;;;;;x
MILALLREJECT_SETUP;When a nation rejects your Military Alliance proposal;When a nation rejects your Military Alliance proposal;When a nation rejects your Military Alliance proposal;;When a nation rejects your Military Alliance proposal;;;;;;;;;x
MILALLREJECT_HEADER;$foreign_minister$ reports that;$foreign_minister$ reports that;$foreign_minister$ reports that;;$foreign_minister$ reports that;;;;;;;;;x
MILALLREJECT_1;An ambassador from $RECIPIENT$;An ambassador from $RECIPIENT$;An ambassador from $RECIPIENT$;;An ambassador from $RECIPIENT$;;;;;;;;;x
MILALLREJECT_2;$MONARCHTITLE$, we bring serious news:;$MONARCHTITLE$, we bring serious news:;$MONARCHTITLE$, we bring serious news:;;$MONARCHTITLE$, we bring serious news:;;;;;;;;;x
MILALLREJECT_3;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
MILALLREJECT_4;rejected our;rejected our;rejected our;;rejected our;;;;;;;;;x
MILALLREJECT_5;Military Alliance;Military Alliance;Military Alliance;;Military Alliance;;;;;;;;;x
MILALLREJECT_6;proposal.;proposal.;proposal.;;proposal.;;;;;;;;;x
MILALLREJECT_LOG;$RECIPIENT$ have rejected our Military Alliance proposal.;$RECIPIENT$ have rejected our Military Alliance proposal.;$RECIPIENT$ have rejected our Military Alliance proposal.;;$RECIPIENT$ have rejected our Military Alliance proposal.;;;;;;;;;x
MILALLREJECT_BTN1;OK;OK;OK;;OK;;;;;;;;;x
MILALLREJECT_BTN2;OK;OK;OK;;OK;;;;;;;;;x
MILALLREJECT_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
MILALLREJECT_MAP;*;*;*;;*;;;;;;;;;x
MILLALLJOINREJECTOTHER_SETUP;When a nation declines another nation's request to join its Military Alliance;When a nation declines another nation's request to join its Military Alliance;When a nation declines another nation's request to join its Military Alliance;;When a nation declines another nation's request to join its Military Alliance;;;;;;;;;x
MILLALLJOINREJECTOTHER_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;;$minister_of_intelligence$ reports;;;;;;;;;x
MILLALLJOINREJECTOTHER_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
MILLALLJOINREJECTOTHER_2;$MONARCHTITLE$, $RECIPIENT$;$MONARCHTITLE$, $RECIPIENT$;$MONARCHTITLE$, $RECIPIENT$;;$MONARCHTITLE$, $RECIPIENT$;;;;;;;;;x
MILLALLJOINREJECTOTHER_3;declined $ACTOR$'s request;declined $ACTOR$'s request;declined $ACTOR$'s request;;declined $ACTOR$'s request;;;;;;;;;x
MILLALLJOINREJECTOTHER_4;to join their;to join their;to join their;;to join their;;;;;;;;;x
MILLALLJOINREJECTOTHER_5;Military Alliance;Military Alliance;Military Alliance;;Military Alliance;;;;;;;;;x
MILLALLJOINREJECTOTHER_6;*;*;*;;*;;;;;;;;;x
MILLALLJOINREJECTOTHER_LOG;$RECIPIENT$ declined $ACTOR$'s request to join their Military Alliance.;$RECIPIENT$ declined $ACTOR$'s request to join their Military Alliance.;$RECIPIENT$ declined $ACTOR$'s request to join their Military Alliance.;;$RECIPIENT$ declined $ACTOR$'s request to join their Military Alliance.;;;;;;;;;x
MILLALLJOINREJECTOTHER_BTN1;OK;OK;OK;;OK;;;;;;;;;x
MILLALLJOINREJECTOTHER_BTN2;OK;OK;OK;;OK;;;;;;;;;x
MILLALLJOINREJECTOTHER_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
MILLALLJOINREJECTOTHER_MAP;*;*;*;;*;;;;;;;;;x
MILLALLINVACCEPTOTHER_SETUP;When a nation accepts an invitation to enter a Military Alliance with another nation;When a nation accepts an invitation to enter a Military Alliance with another nation;When a nation accepts an invitation to enter a Military Alliance with another nation;;When a nation accepts an invitation to enter a Military Alliance with another nation;;;;;;;;;x
MILLALLINVACCEPTOTHER_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;;$minister_of_intelligence$ reports;;;;;;;;;x
MILLALLINVACCEPTOTHER_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
MILLALLINVACCEPTOTHER_2;$MONARCHTITLE$, $RECIPIENT$;$MONARCHTITLE$, $RECIPIENT$;$MONARCHTITLE$, $RECIPIENT$;;$MONARCHTITLE$, $RECIPIENT$;;;;;;;;;x
MILLALLINVACCEPTOTHER_3;entered a Military Alliance;entered a Military Alliance;entered a Military Alliance;;entered a Military Alliance;;;;;;;;;x
MILLALLINVACCEPTOTHER_4;with their new ally;with their new ally;with their new ally;;with their new ally;;;;;;;;;x
MILLALLINVACCEPTOTHER_5;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
MILLALLINVACCEPTOTHER_6;*;*;*;;*;;;;;;;;;x
MILLALLINVACCEPTOTHER_LOG;$ACTOR$ entered a Military Alliance with $RECIPIENT$;$ACTOR$ entered a Military Alliance with $RECIPIENT$;$ACTOR$ entered a Military Alliance with $RECIPIENT$;;$ACTOR$ entered a Military Alliance with $RECIPIENT$;;;;;;;;;x
MILLALLINVACCEPTOTHER_BTN1;OK;OK;OK;;OK;;;;;;;;;x
MILLALLINVACCEPTOTHER_BTN2;OK;OK;OK;;OK;;;;;;;;;x
MILLALLINVACCEPTOTHER_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
MILLALLINVACCEPTOTHER_MAP;*;*;*;;*;;;;;;;;;x
MILALLBANOTHER_SETUP;When a nation breaks its Alliance with another nation.;When a nation breaks its Alliance with another nation.;When a nation breaks its Alliance with another nation.;;When a nation breaks its Alliance with another nation.;;;;;;;;;x
MILALLBANOTHER_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;;$minister_of_intelligence$ reports;;;;;;;;;x
MILALLBANOTHER_1;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
MILALLBANOTHER_2;$MONARCHTITLE$, $ACTOR$ ;$MONARCHTITLE$, $ACTOR$ ;$MONARCHTITLE$, $ACTOR$ ;;$MONARCHTITLE$, $ACTOR$ ;;;;;;;;;x
MILALLBANOTHER_3;broke their Alliance with;broke their Alliance with;broke their Alliance with;;broke their Alliance with;;;;;;;;;x
MILALLBANOTHER_4;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
MILALLBANOTHER_5;*;*;*;;*;;;;;;;;;x
MILALLBANOTHER_6;*;*;*;;*;;;;;;;;;x
MILALLBANOTHER_LOG;$ACTOR$ broke their Alliance with $RECIPIENT$.;$ACTOR$ broke their Alliance with $RECIPIENT$.;$ACTOR$ broke their Alliance with $RECIPIENT$.;;$ACTOR$ broke their Alliance with $RECIPIENT$.;;;;;;;;;x
MILALLBANOTHER_BTN1;OK;OK;OK;;OK;;;;;;;;;x
MILALLBANOTHER_BTN2;OK;OK;OK;;OK;;;;;;;;;x
MILALLBANOTHER_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
MILALLBANOTHER_MAP;*;*;*;;*;;;;;;;;;x
MILALLBAN_SETUP;When a nation breaks its alliance with you.;When a nation breaks its alliance with you.;When a nation breaks its alliance with you.;;When a nation breaks its alliance with you.;;;;;;;;;x
MILALLBAN_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
MILALLBAN_1;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
MILALLBAN_2;$MONARCHTITLE$, $ACTOR$;$MONARCHTITLE$, $ACTOR$;$MONARCHTITLE$, $ACTOR$;;$MONARCHTITLE$, $ACTOR$;;;;;;;;;x
MILALLBAN_3;broke their Alliance with;broke their Alliance with;broke their Alliance with;;broke their Alliance with;;;;;;;;;x
MILALLBAN_4;us;us;us;;us;;;;;;;;;x
MILALLBAN_5;*;*;*;;*;;;;;;;;;x
MILALLBAN_6;*;*;*;;*;;;;;;;;;x
MILALLBAN_LOG;$ACTOR$ broke their Alliance with us.;$ACTOR$ broke their Alliance with us.;$ACTOR$ broke their Alliance with us.;;$ACTOR$ broke their Alliance with us.;;;;;;;;;x
MILALLBAN_BTN1;OK;OK;OK;;OK;;;;;;;;;x
MILALLBAN_BTN2;OK;OK;OK;;OK;;;;;;;;;x
MILALLBAN_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
MILALLBAN_MAP;*;*;*;;*;;;;;;;;;x
MILALLWEBAN_SETUP;When we break an Alliance with another nation-;When we break an Alliance with another nation-;When we break an Alliance with another nation-;;When we break an Alliance with another nation-;;;;;;;;;x
MILALLWEBAN_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
MILALLWEBAN_1;Alliance partner is dismissed!;Alliance partner is dismissed!;Alliance partner is dismissed!;;Alliance partner is dismissed!;;;;;;;;;x
MILALLWEBAN_2;$MONARCHTITLE$, we;$MONARCHTITLE$, we;$MONARCHTITLE$, we;;$MONARCHTITLE$, we;;;;;;;;;x
MILALLWEBAN_3;broke our Alliance with;broke our Alliance with;broke our Alliance with;;broke our Alliance with;;;;;;;;;x
MILALLWEBAN_4;$RECIPIENT$ ;$RECIPIENT$ ;$RECIPIENT$ ;;$RECIPIENT$ ;;;;;;;;;x
MILALLWEBAN_5;*;*;*;;*;;;;;;;;;x
MILALLWEBAN_6;*;*;*;;*;;;;;;;;;x
MILALLWEBAN_LOG;We have broken our Alliance with $RECIPIENT$.;We have broken our Alliance with $RECIPIENT$.;We have broken our Alliance with $RECIPIENT$.;;We have broken our Alliance with $RECIPIENT$.;;;;;;;;;x
MILALLWEBAN_BTN1;OK;OK;OK;;OK;;;;;;;;;x
MILALLWEBAN_BTN2;Go to;Go to;Go to;;Go to;;;;;;;;;x
MILALLWEBAN_MAP;*;*;*;;*;;;;;;;;;x
MILALLWEACCEPT_SETUP;When we accept a Military Alliance;When we accept a Military Alliance;When we accept a Military Alliance;;When we accept a Military Alliance;;;;;;;;;x
MILALLWEACCEPT_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
MILALLWEACCEPT_1;Alliance accepted!;Alliance accepted!;Alliance accepted!;;Alliance accepted!;;;;;;;;;x
MILALLWEACCEPT_2;$MONARCHTITLE$, we;$MONARCHTITLE$, we;$MONARCHTITLE$, we;;$MONARCHTITLE$, we;;;;;;;;;x
MILALLWEACCEPT_3;agreed;agreed;agreed;;agreed;;;;;;;;;x
MILALLWEACCEPT_4;to enter a;to enter a;to enter a;;to enter a;;;;;;;;;x
MILALLWEACCEPT_5;Military Alliance with;Military Alliance with;Military Alliance with;;Military Alliance with;;;;;;;;;x
MILALLWEACCEPT_6;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
MILALLWEACCEPT_LOG;We entered a Military Alliance with $ACTOR$.;We entered a Military Alliance with $ACTOR$.;We entered a Military Alliance with $ACTOR$.;;We entered a Military Alliance with $ACTOR$.;;;;;;;;;x
MILALLWEACCEPT_BTN1;Perfect!;Perfect!;Perfect!;;Perfect!;;;;;;;;;x
MILALLWEACCEPT_BTN2;Perfect!;Perfect!;Perfect!;;Perfect!;;;;;;;;;x
MILALLWEACCEPT_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
MILALLWEACCEPT_MAP;*;*;*;;*;;;;;;;;;x
MILALLWEREJECT_SETUP;When we reject a Military Alliance proposal;When we reject a Military Alliance proposal;When we reject a Military Alliance proposal;;When we reject a Military Alliance proposal;;;;;;;;;x
MILALLWEREJECT_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
MILALLWEREJECT_1;Alliance rejected!;Alliance rejected!;Alliance rejected!;;Alliance rejected!;;;;;;;;;x
MILALLWEREJECT_2;$MONARCHTITLE$ we rejected;$MONARCHTITLE$ we rejected;$MONARCHTITLE$ we rejected;;$MONARCHTITLE$ we rejected;;;;;;;;;x
MILALLWEREJECT_3;$ACTOR$'s;$ACTOR$'s;$ACTOR$'s;;$ACTOR$'s;;;;;;;;;x
MILALLWEREJECT_4;Military Alliance;Military Alliance;Military Alliance;;Military Alliance;;;;;;;;;x
MILALLWEREJECT_5;proposal.;proposal.;proposal.;;proposal.;;;;;;;;;x
MILALLWEREJECT_6;*;*;*;;*;;;;;;;;;x
MILALLWEREJECT_LOG;We have rejected $ACTOR$'s Military Alliance proposal.;We have rejected $ACTOR$'s Military Alliance proposal.;We have rejected $ACTOR$'s Military Alliance proposal.;;We have rejected $ACTOR$'s Military Alliance proposal.;;;;;;;;;x
MILALLWEREJECT_BTN1;OK;OK;OK;;OK;;;;;;;;;x
MILALLWEREJECT_BTN2;OK;OK;OK;;OK;;;;;;;;;x
MILALLWEREJECT_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
MILALLWEREJECT_MAP;*;*;*;;*;;;;;;;;;x
FACTIONWARDEF_SETUP;When your faction is attacked.;When your faction is attacked.;When your faction is attacked.;;When your faction is attacked.;;;;;;;;;x
FACTIONWARDEF_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
FACTIONWARDEF_1;WAR!;WAR!;WAR!;;WAR!;;;;;;;;;x
FACTIONWARDEF_2;$MONARCHTITLE$ the evil;$MONARCHTITLE$ the evil;$MONARCHTITLE$ the evil;;$MONARCHTITLE$ the evil;;;;;;;;;x
FACTIONWARDEF_3;即$ACTOR$劬;即$ACTOR$劬;即$ACTOR$劬;;即$ACTOR$劬;;;;;;;;;x
FACTIONWARDEF_4;has declared war on 即$VICTIM$劬.;has declared war on 即$VICTIM$劬.;has declared war on 即$VICTIM$劬.;;has declared war on 即$VICTIM$劬.;;;;;;;;;x
FACTIONWARDEF_5;The 即$FACTION$劬 will rise to challenge this aggression as one.;The 即$FACTION$劬 will rise to challenge this aggression as one.;The 即$FACTION$劬 will rise to challenge this aggression as one.;;The 即$FACTION$劬 will rise to challenge this aggression as one.;;;;;;;;;x
FACTIONWARDEF_6;We will defend truth, justice and the $COUNTRY$ way.;We will defend truth, justice and the $COUNTRY$ way.;We will defend truth, justice and the $COUNTRY$ way.;;We will defend truth, justice and the $COUNTRY$ way.;;;;;;;;;x
FACTIONWARDEF_LOG;即$ACTOR$s劬 aggression against 即$VICTIM$劬 brought the 即$FACTION$劬 into war!;即$ACTOR$s劬 aggression against 即$VICTIM$劬 brought the 即$FACTION$劬 into war!;即$ACTOR$s劬 aggression against 即$VICTIM$劬 brought the 即$FACTION$劬 into war!;;即$ACTOR$s劬 aggression against 即$VICTIM$劬 brought the 即$FACTION$劬 into war!;;;;;;;;;x
FACTIONWARDEF_BTN1;OK;OK;OK;;OK;;;;;;;;;x
FACTIONWARDEF_BTN2;OK;OK;OK;;OK;;;;;;;;;x
FACTIONWARDEF_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
FACTIONWARDEF_MAP;*;*;*;;*;;;;;;;;;x
FACTIONWAROFF_SETUP;When your faction attacks.;When your faction attacks.;When your faction attacks.;;When your faction attacks.;;;;;;;;;x
FACTIONWAROFF_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
FACTIONWAROFF_1;WAR!;WAR!;WAR!;;WAR!;;;;;;;;;x
FACTIONWAROFF_2;$MONARCHTITLE$ after much provocation;$MONARCHTITLE$ after much provocation;$MONARCHTITLE$ after much provocation;;$MONARCHTITLE$ after much provocation;;;;;;;;;x
FACTIONWAROFF_3;即$ACTOR$劬;即$ACTOR$劬;即$ACTOR$劬;;即$ACTOR$劬;;;;;;;;;x
FACTIONWAROFF_4;has declared war on 即$VICTIM$劬.;has declared war on 即$VICTIM$劬.;has declared war on 即$VICTIM$劬.;;has declared war on 即$VICTIM$劬.;;;;;;;;;x
FACTIONWAROFF_5;The 即$FACTION$劬 join in this epic struggle for truth, justice and the $COUNTRY$ way.;The 即$FACTION$劬 join in this epic struggle for truth, justice and the $COUNTRY$ way.;The 即$FACTION$劬 join in this epic struggle for truth, justice and the $COUNTRY$ way.;;The 即$FACTION$劬 join in this epic struggle for truth, justice and the $COUNTRY$ way.;;;;;;;;;x
FACTIONWAROFF_6;*;*;*;;*;;;;;;;;;x
FACTIONWAROFF_LOG;即$ACTOR$s劬 aggression against 即$VICTIM$劬 brought the 即$FACTION$劬 into war!;即$ACTOR$s劬 aggression against 即$VICTIM$劬 brought the 即$FACTION$劬 into war!;即$ACTOR$s劬 aggression against 即$VICTIM$劬 brought the 即$FACTION$劬 into war!;;即$ACTOR$s劬 aggression against 即$VICTIM$劬 brought the 即$FACTION$劬 into war!;;;;;;;;;x
FACTIONWAROFF_BTN1;OK;OK;OK;;OK;;;;;;;;;x
FACTIONWAROFF_BTN2;OK;OK;OK;;OK;;;;;;;;;x
FACTIONWAROFF_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
FACTIONWAROFF_MAP;*;*;*;;*;;;;;;;;;x
GUARACANCELTOUS_SETUP;When another nation cancels the guarantee on us.;When another nation cancels the guarantee on us.;When another nation cancels the guarantee on us.;;When another nation cancels the guarantee on us.;;;;;;;;;x
GUARACANCELTOUS_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
GUARACANCELTOUS_1;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
GUARACANCELTOUS_2;$MONARCHTITLE$, we were amused to discover that we now have our independence;$MONARCHTITLE$, we were amused to discover that we now have our independence;$MONARCHTITLE$, we were amused to discover that we now have our independence;;$MONARCHTITLE$, we were amused to discover that we now have our independence;;;;;;;;;x
GUARACANCELTOUS_3;no longer guaranteed.;no longer guaranteed.;no longer guaranteed.;;no longer guaranteed.;;;;;;;;;x
GUARACANCELTOUS_4;by;by;by;;by;;;;;;;;;x
GUARACANCELTOUS_5;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
GUARACANCELTOUS_6;This is an interesting development in the balance of power.;This is an interesting development in the balance of power.;This is an interesting development in the balance of power.;;This is an interesting development in the balance of power.;;;;;;;;;x
GUARACANCELTOUS_LOG;$ACTOR$ will no longer guarantee our independence.;$ACTOR$ will no longer guarantee our independence.;$ACTOR$ will no longer guarantee our independence.;;$ACTOR$ will no longer guarantee our independence.;;;;;;;;;x
GUARACANCELTOUS_BTN1;OK;OK;OK;;OK;;;;;;;;;x
GUARACANCELTOUS_BTN2;OK;OK;OK;;OK;;;;;;;;;x
GUARACANCELTOUS_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
GUARACANCELTOUS_MAP;*;*;*;;*;;;;;;;;;x
GUARACANCELTOOTHER_SETUP;When a nation cancels a guarantee on another nation.;When a nation cancels a guarantee on another nation.;When a nation cancels a guarantee on another nation.;;When a nation cancels a guarantee on another nation.;;;;;;;;;x
GUARACANCELTOOTHER_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;;$minister_of_intelligence$ reports;;;;;;;;;x
GUARACANCELTOOTHER_1;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
GUARACANCELTOOTHER_2;$MONARCHTITLE$, ;$MONARCHTITLE$, ;$MONARCHTITLE$, ;;$MONARCHTITLE$, ;;;;;;;;;x
GUARACANCELTOOTHER_3;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
GUARACANCELTOOTHER_4;is no longer guaranteed by ;is no longer guaranteed by ;is no longer guaranteed by ;;is no longer guaranteed by ;;;;;;;;;x
GUARACANCELTOOTHER_5;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
GUARACANCELTOOTHER_6;*;*;*;;*;;;;;;;;;x
GUARACANCELTOOTHER_LOG;$ACTOR$ will no longer guarantee $RECIPIENT$'s independence.;$ACTOR$ will no longer guarantee $RECIPIENT$'s independence.;$ACTOR$ will no longer guarantee $RECIPIENT$'s independence.;;$ACTOR$ will no longer guarantee $RECIPIENT$'s independence.;;;;;;;;;x
GUARACANCELTOOTHER_BTN1;OK;OK;OK;;OK;;;;;;;;;x
GUARACANCELTOOTHER_BTN2;OK;OK;OK;;OK;;;;;;;;;x
GUARACANCELTOOTHER_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
GUARACANCELTOOTHER_MAP;*;*;*;;*;;;;;;;;;x
