xxxx;;;;;;;;;;;;;;x
REM_IDEA;Lose a 即$LOSE$劬 as an idea.\n;Lose a 即$LOSE$劬 as an idea.\n;Lose a 即$LOSE$劬 as an idea.\n;;Lose a 即$LOSE$劬 as an idea.\n;;;;;;;;;x
GOV_CHANGE;The type of government changes to 即$GOV$劬.\n;The type of government changes to 即$GOV$劬.\n;The type of government changes to 即$GOV$劬.\n;;The type of government changes to 即$GOV$劬.\n;;;;;;;;;x
CHANGE_TAG;Become 即$NEW$劬.\n;Become 即$NEW$劬.\n;Become 即$NEW$劬.\n;;Become 即$NEW$劬.\n;;;;;;;;;x
CREATE_REVOLT;刪$SIZE$劬 regiment(s) rises up in revolt in 即$WHERE$劬.\n;刪$SIZE$劬 regiment(s) rises up in revolt in 即$WHERE$劬.\n;刪$SIZE$劬 regiment(s) rises up in revolt in 即$WHERE$劬.\n;;刪$SIZE$劬 regiment(s) rises up in revolt in 即$WHERE$劬.\n;;;;;;;;;x
BECOME;become;become;become;;become;;;;;;;;;x
NOLONGER;no longer be;no longer be;no longer be;;no longer be;;;;;;;;;x
PROV_MANPOWER;$DIRECTION$ $VALUE$ manpower in $WHERE$.\n;$DIRECTION$ $VALUE$ manpower in $WHERE$.\n;$DIRECTION$ $VALUE$ manpower in $WHERE$.\n;;$DIRECTION$ $VALUE$ manpower in $WHERE$.\n;;;;;;;;;x
ADD_BUILDING;Gain 即$NAME$劬 in 即$WHERE$劬.\n;Gain 即$NAME$劬 in 即$WHERE$劬.\n;Gain 即$NAME$劬 in 即$WHERE$劬.\n;;Gain 即$NAME$劬 in 即$WHERE$劬.\n;;;;;;;;;x
REM_BUILDING;Lose 刪$NAME$劬 in 即$WHERE$劬.\n;Lose 刪$NAME$劬 in 即$WHERE$劬.\n;Lose 刪$NAME$劬 in 即$WHERE$劬.\n;;Lose 刪$NAME$劬 in 即$WHERE$劬.\n;;;;;;;;;x
SECEDE_PROVINCE;Cede 即$WHERE$劬 to 即$WHO$劬.\n;Cede 即$WHERE$劬 to 即$WHO$劬.\n;Cede 即$WHERE$劬 to 即$WHO$劬.\n;;Cede 即$WHERE$劬 to 即$WHO$劬.\n;;;;;;;;;x
INHERIT;Inherit 即$WHO$劬.\n;Inherit 即$WHO$劬.\n;Inherit 即$WHO$劬.\n;;Inherit 即$WHO$劬.\n;;;;;;;;;x
RELEASE;Release 即$WHO$劬 as a independent state.\n;Release 即$WHO$劬 as a independent state.\n;Release 即$WHO$劬 as a independent state.\n;;Release 即$WHO$劬 as a independent state.\n;;;;;;;;;x
RELATION_CHANGE_SHORT;Relation with 即$PASSIVE$劬 changed by $MUCH$.\n;Relation with 即$PASSIVE$劬 changed by $MUCH$.\n;Relation with 即$PASSIVE$劬 changed by $MUCH$.\n;;Relation with 即$PASSIVE$劬 changed by $MUCH$.\n;;;;;;;;;x
