EVT1914_2007532_DESC;White General Alexeyev fielded an army supporting the Tzar and opposed to our government.;Le gйnйral Blanc Alexeyev a levй une armйe contre notre gouvernement et supportant le Tsar.;Der weissrussische General Alexeiev hat eine Freiwilligenarmee ausgehoben, die auf Seiten des Zaren steht und damit unser Gegner sein wird.;Biaіy generaі Aleksiejew wystawiі armiк wspieraj№c№ cara i wyst№piі przeciw naszemu rz№dowi.;El General Blanco, Alexeiev, ha creado un ejercito de voluntarios para apoyar al Zar y destruir nuestro gobierno.;Il generale bianco Alexeiev ha messo in campo un esercito di sostegno allo Zar e contrario al nostro governo.;;;;;;Белый генерал Алексеев отказался признать власть большевиков и опубликовал воззвание к офицерам с призывом вступать в Добровольческую армию.;x;;
EVT1914_2000503_DESC;Trench warfare is a form of warfare in which combatants occupy fighting lines, consisting largely of trenches, in which troops are largely immune to the enemy's small arms fire and are substantially sheltered from artillery. It has become a byword for attrition warfare, for stalemate in conflict, with a slow wearing down of opposing forces.;La guerre de tranchйe est une forme de guerre oщ les combattants s'abritent dans des lignes fortifiйes, largement constituйes de tranchйes dans lesquelles les soldats sont relativement protйgйs des armes lйgиres et de l'artillerie. C'est devenu une expression familiиre pour dйsigner la guerre de positions, une paralysie du conflit et l'йpuisement progressif des forces opposйes.;Stellungskrieg ist eine statische Form der Kriegfьhrung, bei der die gegnerischen Parteien sich in gut ausgebauten Stellungssystemen gegenьberliegen und gegen Waffenwirkung weitestgehend geschьtzt sind.;Wojna w okopach jest form№ prowadzenia wojny, w ktуrej walcz№ce strony zajmuj№ linie, skіadaj№ce siк gіуwnie z okopуw, w ktуrych їoіnierze s№ w duїej mierze odporni na ostrzaі karabinowy, a nawet ostrzaі artyleryjski. Okopy staіy siк symbolem wojny na wyczerpanie przy przedіuїaj№cym siк impasie, powolnie wykorzystuj№cej dostкpne siіy.;La Guerra de trincheras es una forma de Guerra en la que los combatientes ocupan lнneas de combate, consistentes en largas trincheras donde las tropas prбcticamente se hacen inmunes al fuego ligero del enemigo, y se hacen resistentes contra la artillerнa. Esto convierte a la Guerra en una Guerra de desgaste, donde pocas veces los enemigos se dejan ver…;La guerra di trincea и una forma di guerra in cui i combattenti occupano le linee di combattimento, composte in gran parte di trincee, in cui le truppe sono in gran parte immuni al fuoco delle armi leggere del nemico e sono anche al riparo da artiglieria. и diventata sinonimo di guerra di logoramento, di stallo durante il conflitto, con un lento confronto di forze contrapposte.;;;;;;Позиционная война является одной из форм ведения войны, при которой воюющие стороны ведут боевые действия на сплошных, относительно стабильных фронтах, с глубокоэшелонированной обороной, состоящей главным образом из траншей, в которых войска хорошо защищены от огня стрелкового оружия и воздействия артиллерии. Позиционная война стала олицетворением войны на истощение, тупикового положения в конфликте и медленного изматывания противоборствующих сторон.;x;;
EVT1914_2001501_ACTIONA;Declare War!;C'est la Guerre !;Wir erklдren den Krieg;Wypowiedz wojnк!;Caballeros, estamos en Guerra... Dios salve al Rey!!!;Dichiariamo guerra!;;;;;;Объявить войну !;x;;
EVT1914_2001501_DESC;Germany didn't answer our call for Belgian neutrality, whereas the French did. It's a clear violation of the Treaty of London, and a Casus Belli for us.;L'Allemagne n'a pas rйpondu а notre appel а la neutralitй belge, tandis que les Franзais ont renouvelй leur soutient. Ceci constitue une violation du Traitй de Londres et un Casus Belli contre l'Allemagne.;Das deutsche Reich hat nicht auf unsere Aufforderung reagiert, die Neutralitдt Belgiens zu garantieren, wohingegen Frankreich diese Garantie aussprach. Fьr uns ist das ein klarer Verstoss gegen den Londoner Vertrag und damit ein 'Casus belli'. ;Niemcy nie odpowiedziaіy na nasze wezwanie o zachowanie belgijskiej neutralnoњci, podczas gdy Francuzi uhonorowali j№. To jasne pogwaіcenie Traktatu Londyсskiego i wystarczaj№cy powуd naszego do przyst№pienia do wojny.;Alemania no respondiу nuestro llamado a respetar la neutralidad belga, mientras Francia si lo hizo. Esta nueva afrenta germбnica es una clara violaciуn al antiguo Tratado de Londres, lo que nos da el tan ansiado Casus Belli que llevamos esperando desde hace tiempo…;La Germania non ha risposto al nostro richiamo sulla neutralitа del Belgio, mentre la Francia lo ha fatto. E' una chiara violazione del Trattato di Londra e un buon Casus Belli per noi.;;;;;;Германская империя проигнорировала наше предложение гарантировать нейтралитет Бельгии, в то время, как Франция уже сделала это. Это явное нарушение положений Лондонского договора дает нам повод для войны против немцев.;x;;
EVT1914_2001501_NAME;Declare War Against Germany;Dйclarer la guerre а l'Allemagne;Kriegserklдrung gegen das deutsche Reich;Niesatysfakcjonuj№ca odpowiedџ;Declarar la Guerra al Imperio Alemбn;Dichiarare guerra alla Germania;;;;;;Объявление войны Германии;x;;
EVT1914_2001502_ACTIONA;Green light!;Donner le feu vert !;Wir haben grьnes Licht;Daj zielone њwiatіo!;Luz verde! serб facil, los Jenнzaros caerбn!;Diamo la luce verde;;;;;;Зеленый свет !;x;;
EVT1914_2001502_ACTIONB;Reject the plan;Rejeter le plan;Das ist zu riskant;Odrzuж plan;Luz roja! tenemos miedo, muchos riesgos!;Rigettiamo il piano;;;;;;Отказаться от плана…;x;;
EVT1914_2001502_DESC;British admiralty plans to strike the Ottoman Empire directly at Constantinople, using the Royal Navy to open a path for landing troops. This ambitious operation requires specific ships and a huge amount of supplies. Chances of success are acceptable, and success means Ottoman's capitulation, which would open  the Balkan area to us.;L'Amirautй britannique planifie une opйration contre l'Empire Ottoman consistant а frapper directement Constantinople, la Royal Navy ouvrant la voie а des troupes de dйbarquement. Cette opйration ambitieuse requiert des navires de transports ainsi que des ressources nombreuses. Les chances de succиs sont acceptables. Surtout, le succиs signifie la capitulation de l'Empire Ottoman, rien de moins. Cela nous ouvrirait alors les Balkans.;Die britische Admiralitдt plante einen direkten Schlag gegen das Herz des osmanischen Reiches, Konstantinopel. Die Royal Navy sollte einer Landungsflotte den Weg bahnen, die mittels einer amphibischen Operation direkt in Konstantinopel landen und die Stadt erobern sollte. Diese Operation erfordert spezielle Schiffe und riesige Mengen an Nachschubgьtern und speziellem Gerдt, aber die Erfolgsausichten schienen gut. Die Operation wьrde als Erfolg gelten, wenn aufgrund der Besetzung Konstantinopels das osmanische Reich aus dem Krieg ausscheiden wьrde.;Brytyjska admiralicja planuje uderzyж w Imperium Ottomaсskie, wprost na Konstantynopol, uїywaj№c Marynnarki Krуlewskiej by otworzyж drogк swym wojskom. Ta ambitna operacja wymaga okreњlonego typu statkуw i olbrzymich zasobуw. Szanse na sukces s№ akceptowalnie wysokie i ewentualne zwyciкstwo oznacza kapitulacjк Turcji, co otworzyіoby dla nas obszar Baіkanуw.;El almirantazgo britбnico planea atacar directamente el corazуn del Imperio Otomano, la ciudad imperial de Constantinopla, usando la Royal Navy como apoyo a nuestras tropas de desembarco. Este ambicioso plan requiere naves especнficas y una enorme cantidad de suministros. Las oportunidades de йxito son aceptables y una victoria supondrнa la capitulaciуn otomana y la subsecuente caнda de su imperio… en nuestras manos.;L'ammiragliato Britannico sta pianificando di colpire l'Impero Ottomano direttamente a Costantinopoli, usando la Royal Navy per aprire un percorso per le truppe da sbarco. Queto piano ambizioso richiede navi specifiche e una grande quantitа di rifornimenti. Le probabilitа di successo sono accettabili e il successo vorrebbe dire la fine dell'Impero Ottomano, cosa che ci aprirebbe l'area dei Balcani.;;;;;;Британское адмиралтейство планирует нанести удар по Османской империи, использовав Королевский Флот для высадки морского десанта в Константинополе. Однако для проведения этой амбициозной операции требуются специальные корабли, а также огромное количество припасов и снаряжения. Шансы на успешный исход довольно высоки, а удачная высадка приведет к турецкой капитуляции, которая откроет нам дорогу на Балканы...;x;;
EVT1914_2001502_NAME;Plans against Ottoman Empire;Plans contre l'Empire Ottoman;Plдne gegen das osmanische Reich, GroЯbritannien;Plany przeciwko Imperium Ottomaсskiemu;Planes contra el Imperio Otomano - Londres, Gran Bretaсa;I piani contro l'Impero Ottomano;;;;;;Планы против Османской империи;x;;
EVT1914_2001503_ACTIONA;Roger!;Reзu !;Verstanden;Zrozumiano!;Adelante! Britania manda sobre el Mar!;Avanti!;;;;;;Вас понял !;x;;
EVT1914_2001503_DESC;This operation is a success if we manage to land troops on the Gallipoli peninsula (Gelibolu province, next to Constantinople) or if we manage to pull Ottomans out of the war before mid-December 1915.;L'opйration est un succиs si nous parvenons а dйbarquer dans la pйninsule de Gallipoli (province de Gelibolu, prиs de Constantinople), ou si nous parvenons а faire sortir les Ottomans du conflit avant mi - dйcembre 1915.;Diese Operation wird als Erfolg betrachtet wenn es gelingt, bei Gallipoli einen Brьckenkopf zu errichten und zu behaupten oder wenn das osmanische Reich bis Mitte Dezember 1915 aus dem Krieg ausscheidet.;Operacja powiedzie siк, jeњli uda nam siк wyl№dowaж na przyl№dku Gallipoli w prowincji Gelibolu, w okolicach Konstantynopola lub jeњli skіonimy Ottomanуw do wycofania siк z wojny przed grudniem 1915 r.;Esta operaciуn serб un йxito si logramos conseguir un fйrreo control sobre la penнnsula de Gallipoli (provincia de Gelibolu, fronteriza con Istanbul) o si logramos sacar de la guerra al Imperio Otomano antes del 15 de diciembre de 1915…;Quest'operazione sarа un successo se riusciamo a sbarcare le truppe sulla penisola di Gallipoli (vicina a Costantinopoli) o se riusciamo a portare gli Ottomani fuori dalla guerra prima della metа di dicembre del 1915.;;;;;;Эта операция будет иметь успех в том случае, если нам удастся высадить войска на полуострове Галлиполи (турецкая провинция Гелиболу, расположенная рядом с Константинополем) или же вывести османов из войны до середины декабря 1915 года.;x;;
EVT1914_2001503_NAME;The Dardanelles' objective;Objectif de l'opйration;Ziel: Die Dardanellen;Cel: Dardanele;Objetivo Dardanelos;L'obiettivo dell'operazione;;;;;;Высадка в Дарданеллах;x;;
EVT1914_2001504_DESC;British admiralty plans to strike the Ottoman Empire directly at Constantinople, using the Royal Navy to open a path for landing troops. This ambitious operation requires specific ships and a huge amount of supplies. Chances of success are acceptable, and success means Ottoman's capitulation, which would open the Balkan area to us. France sent some troops and supplies to support this operation.;L'Amirautй britannique planifie une opйration contre l'Empire Ottoman consistant а frapper directement Constantinople, la Royal Navy ouvrant la voie а des troupes de dйbarquement. Cette opйration ambitieuse requiert des navires de transports ainsi que des ressources nombreuses. Les chances de succиs sont acceptables. Surtout, le succиs signifie la capitulation de l'Empire Ottoman, rien de moins. Cela nous ouvrirait alors les Balkans. La France envoie quelques troupes pour soutenir l'opйration.;Die britische Admiralitдt plante einen direkten Schlag gegen das Herz des osmanischen Reiches, Konstantinopel. Die Royal Navy sollte einer Landungsflotte den Weg bahnen, die mittels einer amphibischen Operation direkt in Konstantinopel landen und die Stadt erobern sollte. Diese Operation erfordert spezielle Schiffe und riesige Mengen an Nachschubgьtern und speziellem Gerдt, aber die Erfolgsausichten schienen gut. Die Operation wьrde als Erfolg gelten, wenn aufgrund der Besetzung Konstantinopels das osmanische Reich aus dem Krieg ausscheiden wьrde. Frankreich entsandte fьr  diese Operation sowohl Truppen als auch Nachschubgьter zur Unterstьtzung. ;Brytyjska admiralicja planuje uderzyж w Imperium Ottomaсskie, wprost na Konstantynopol, uїywaj№c Marynnarki Krуlewskiej by otworzyж drogк swym wojskom. Ta ambitna operacja wymaga okreњlonego typu statkуw i olbrzymich zasobуw. Szanse na sukces s№ akceptowalnie wysokie i ewentualne zwyciкstwo oznacza kapitulacjк Turcji, co otworzyіoby dla nas obszar Baіkanуw. Francja przesyіa nieco wojsk i wіasnych zasobуw tytuіem wsparcia.;El almirantazgo britбnico planea atacar directamente el corazуn del Imperio Otomano, la ciudad imperial de Constantinopla, usando la Royal Navy como apoyo a sus tropas de desembarco. Este ambicioso plan requiere naves especнficas y una enorme cantidad de suministros. Las oportunidades de йxito son aceptables y una victoria supondrнa la capitulaciуn otomana y la subsecuente caнda de su imperio. Francia ha enviado mбs tropas y suministros para la causa.;L'ammiragliato Britannico sta pianificando di colpire l'Impero Ottomano direttamente a Costantinopoli, usando la Royal Navy per aprire un percorso per le truppe da sbarco. Queto piano ambizioso richiede navi specifiche e una grande quantitа di rifornimenti. Le probabilitа di successo sono accettabili e il successo vorrebbe dire la fine dell'Impero Ottomano, cosa che ci aprirebbe l'area dei Balcani. La Francia ha mandato truppe e rifornimenti per sostenere l'operazione.;;;;;;Британское адмиралтейство планирует нанести удар по Османской империи, использовав Королевский Флот для высадки морского десанта в Константинополе. Однако для проведения этой амбициозной операции требуются специальные корабли, а также огромное количество припасов и снаряжения. Шансы на успешный исход довольно высоки, а удачная высадка приведет к турецкой капитуляции, которая откроет дорогу на Балканы. Для участия в этой операции Франция направляет войска и припасы.;x;;
EVT1914_2001504_NAME;Plans against Ottoman Empire, French side;Plans contre l'Empire Ottoman, cфtй franзais;Plдne gegen das osmanische Reich, Frankreich;Plany przeciwko Imperium Ottomaсskiemu po stronie francuskiej;Planes contra el Imperio Otomano - Parнs, Francia;I piani contro l'Impero Ottomano, lato francese;;;;;;Планы против Османской империи - французская помощь;x;;
EVT1914_2001505_ACTIONB;Do not interfere with Greek internal affairs;Ne pas se mкler des affaires grecques;Wir halten uns aus internen griechischen Angelegenheiten heraus;Nie wdawaj siк w wewnкtrzne sprawy Grecji;Es un problema solo de los griegos...;Non interferiamo negli affari interni greci.;;;;;;Не стоит вмешиваться во внутренне дела Греции…;x;;
EVT1914_2001505_DESC;Our landing is a success. We now hold cape Helles for long enough to consider the operation a success.;Notre dйbarquement est une rйussite. Nous tenons l'Hellespont depuis suffisament longtemps pour considйrer l'opйration comme un succиs !;Wir halten die Gegend um Kap Helles jetzt lange genug besetzt, um die Landungsoperation einen Erfolg nennen zu kцnnen.;Nasza inwazja jest sukcesem. Utrzymaliњmy siк na przyl№dku Helles wystarczaj№co dіugo, by uznaж caі№ operacjк za udan№.;Nuestro desembarco ha sido un йxito. Hemos controlado la penнnsula de Galнpoli el suficiente tiempo como para declararla asegurada.;Il nostro sbarco и stato un successo. Se ora terremo capo Helles per un periodo sufficiente, potremo considerare l'operazione un successo.;;;;;;Высадка наших войск прошла успешно. Они сумели закрепиться и уже достаточно долго удерживают мыс Геллес, чтобы мы могли рассчитывать на успех операции.;x;;
EVT1914_2001505_NAME;A foot on Cape Helles;Un pied sur l'Hellespont;Der Brьckenkopf am Kap Helles;Przyczуіek na przyl№dku Helles;Un pie en el Helesponto!;Un piede sull'Ellesponto;;;;;;Высадка на мысе Геллес;x;;
EVT1914_2001506_DESC;Greece's Prime Minister Venizelos asks us to seize the port of Thessaloniki, against his King's will. This port would make a perfect rear base for the Dardanelles' operation.;Le premier ministre grec Venizelos nous propose de nous emparer du port de Thessalonique, contre l'avis de son roi. Cela nous permettrait de disposer d'une base arriиre pour les opйrations dans les Dardanelles.;Der griechische Premierminister schlдgt uns, gegen den Willen seines Kцnigs, vor, daЯ unser nдchstes Angriffsziel Thessaloniki sein sollte. Dieser Hafen wдre eine gute Basis fьr die Operation auf den Dardanellen.;Grecki premier Venizelos proponuje nam przejкcie portu w Salonikach, wbrew woli jego krуla. Ten port stanowiіby њwietn№ bazк wypadow№ dla operacji w Dardanelach.;El Primer Ministro griego, Venizelos, nos solicita invadir el puerto de Tesalуnica, la segunda ciudad mбs grande del reino, en contra de la voluntad de su Rey. Esta zona serнa una base perfecta para nuestra operaciуn en Gallipoli. ;Il Primo Ministro Greco Venizelos ci ha proposto di impossessarci del porto di Salonicco, contro la volontа del Re. Questo porto sarebbe un'ottima base per la nostra operazioni nei Dardanelli.;;;;;;Греческий премьер-министр Элефтериос Венизелос, выступивший против короля Константина I, предложил нам высадить войска в порту Салоники. Этот порт может стать идеальной операционной базой для проведения высадки в Дарданеллах.;x;;
EVT1914_2001506_NAME;Seize Thessaloniki?;PrendreThessalonique ?;Ziel: Thessaloniki;Zajкcie Salonik?;Ocupar Tesalуnica?;Prendiamo Salonicco;;;;;;Захват Салоник;x;;
