AST_light_armor_brigade_1;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk.VIc;;Vickers Mk.VIc;;;;;;;;;x
AST_light_armor_brigade_2;Stuart Mk.V;Stuart Mk.V;Stuart Mk.V;;Stuart Mk.V;;;;;;;;;x
AST_armor_brigade_0;Whippet;Whippet;Whippet;;Whippet;;;;;;;;;x
AST_armor_brigade_1;Cruiser Tank Mk.I A9;Cruiser Tank Mk.I A9;Cruiser Tank Mk.I A9;;Cruiser Tank Mk.I A9;;;;;;;;;x
AST_armor_brigade_2;AC1 Sentinel;AC1 Sentinel;AC1 Sentinel;;AC1 Sentinel;;;;;;;;;x
AST_armor_brigade_3;AC4 Sentinel;AC4 Sentinel;AC4 Sentinel;;AC4 Sentinel;;;;;;;;;x
AST_armor_brigade_4;A34 Comet;A34 Comet;A34 Comet;;A34 Comet;;;;;;;;;x
AST_armor_brigade_5;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;;Centurion Mk.I;;;;;;;;;x
AST_armor_brigade_6;Centurion Mk.III;Centurion Mk.III;Centurion Mk.III;;Centurion Mk.III;;;;;;;;;x
AST_armor_brigade_7;Centurion Mk.V;Centurion Mk.V;Centurion Mk.V;;Centurion Mk.V;;;;;;;;;x
AST_multi_role_0;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;;Curtiss Kittyhawk;;;;;;;;;x
AST_multi_role_1;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;;Supermarine Spitfire Mk.IX;;;;;;;;;x
AST_multi_role_2;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;;CAC CA-15 Kangaroo;;;;;;;;;x
AST_multi_role_3;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;;Gloster Meteor Mk.III;;;;;;;;;x
AST_multi_role_4;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;;Gloster Meteor F.8;;;;;;;;;x
AST_interceptor_0;Hawker Demon;Hawker Demon;Hawker Demon;;Hawker Demon;;;;;;;;;x
AST_interceptor_1;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;;Hawker Hurricane Mk.I;;;;;;;;;x
AST_interceptor_2;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;;Hawker Hurricane Mk.II;;;;;;;;;x
AST_interceptor_3;CAC CA-12 Boomerang;CAC CA-12 Boomerang;CAC CA-12 Boomerang;;CAC CA-12 Boomerang;;;;;;;;;x
AST_interceptor_4;CAC CA-19 Boomerang;CAC CA-19 Boomerang;CAC CA-19 Boomerang;;CAC CA-19 Boomerang;;;;;;;;;x
AST_interceptor_5;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;;Gloster Meteor Mk.I;;;;;;;;;x
AST_interceptor_6;Commonwealth Sabre;Commonwealth Sabre;Commonwealth Sabre;;Commonwealth Sabre;;;;;;;;;x
AST_interceptor_7;Dassault Mirage III;Dassault Mirage III;Dassault Mirage III;;Dassault Mirage III;;;;;;;;;x
AST_rocket_interceptor_0;Hawker P.1052;Hawker P.1052;Hawker P.1052;;Hawker P.1052;;;;;;;;;x
AST_strategic_bomber_0;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;;Armstrong-Whitworth Whitley;;;;;;;;;x
AST_strategic_bomber_1;Consolidated B-24 Liberator;Consolidated B-24 Liberator;Consolidated B-24 Liberator;;Consolidated B-24 Liberator;;;;;;;;;x
AST_strategic_bomber_2;Avro Lancaster;Avro Lancaster;Avro Lancaster;;Avro Lancaster;;;;;;;;;x
AST_strategic_bomber_3;Vickers Valiant;Vickers Valiant;Vickers Valiant;;Vickers Valiant;;;;;;;;;x
AST_tactical_bomber_0;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;;Bristol Beaufort;;;;;;;;;x
AST_tactical_bomber_1;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;;Handley Page Hampden;;;;;;;;;x
AST_tactical_bomber_2;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;;Vickers-Armstrong Wellington Mk.III;;;;;;;;;x
AST_tactical_bomber_3;N.American Mitchell Mk.II;N.American Mitchell Mk.II;N.American Mitchell Mk.II;;N.American Mitchell Mk.II;;;;;;;;;x
AST_tactical_bomber_4;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;;de Havilland Mosquito B.XVI;;;;;;;;;x
AST_tactical_bomber_5;de Havilland Venom;de Havilland Venom;de Havilland Venom;;de Havilland Venom;;;;;;;;;x
AST_tactical_bomber_6;English Electric Canberra;English Electric Canberra;English Electric Canberra;;English Electric Canberra;;;;;;;;;x
AST_naval_bomber_0;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;;Lockheed Hudson;;;;;;;;;x
AST_naval_bomber_1;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;;Lockheed Ventura;;;;;;;;;x
AST_naval_bomber_2;CAC CA-11 Woomera;CAC CA-11 Woomera;CAC CA-11 Woomera;;CAC CA-11 Woomera;;;;;;;;;x
AST_naval_bomber_4;Lockheed P2V Neptune;Lockheed P2V Neptune;Lockheed P2V Neptune;;Lockheed P2V Neptune;;;;;;;;;x
AST_cas_0;CAC CA-10 Wirraway;CAC CA-10 Wirraway;CAC CA-10 Wirraway;;CAC CA-10 Wirraway;;;;;;;;;x
AST_cas_1;Vultee Vengeance;Vultee Vengeance;Vultee Vengeance;;Vultee Vengeance;;;;;;;;;x
AST_cas_2;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;;Bristol Beaufighter;;;;;;;;;x
AST_transport_plane_0;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;;Armstrong-Whitworth AW.41 Albermarle;;;;;;;;;x
AST_transport_plane_1;Douglas Dakota;Douglas Dakota;Douglas Dakota;;Douglas Dakota;;;;;;;;;x
AST_transport_plane_2;Avro 685 York;Avro 685 York;Avro 685 York;;Avro 685 York;;;;;;;;;x
AST_light_cruiser_0;Caledon-class;Caledon-class;Caledon-class;;Caledon-class;;;;;;;;;x
AST_light_cruiser_1;Emerald-class;Emerald-class;Emerald-class;;Emerald-class;;;;;;;;;x
AST_light_cruiser_2;Amphion-class;Amphion-class;Amphion-class;;Amphion-class;;;;;;;;;x
AST_light_cruiser_3;Southampton-class;Southampton-class;Southampton-class;;Southampton-class;;;;;;;;;x
AST_light_cruiser_4;Swiftsure-class;Swiftsure-class;Swiftsure-class;;Swiftsure-class;;;;;;;;;x
AST_heavy_cruiser_1;Australia-class;Australia-class;Australia-class;;Australia-class;;;;;;;;;x
AST_heavy_cruiser_2;Surrey-class;Surrey-class;Surrey-class;;Surrey-class;;;;;;;;;x
AST_destroyer_0;V-class;V-class;V-class;;V-class;;;;;;;;;x
AST_destroyer_1;A-class;A-class;A-class;;A-class;;;;;;;;;x
AST_destroyer_2;Arunta-class;Arunta-class;Arunta-class;;Arunta-class;;;;;;;;;x
AST_destroyer_3;Anzac-class;Anzac-class;Anzac-class;;Anzac-class;;;;;;;;;x
AST_destroyer_4;Voyager-class;Voyager-class;Voyager-class;;Voyager-class;;;;;;;;;x
AST_destroyer_5;Perth-class;Perth-class;Perth-class;;Perth-class;;;;;;;;;x
AST_carrier_0;Hermes-class;Hermes-class;Hermes-class;;Hermes-class;;;;;;;;;x
AST_carrier_1;Melbourne-class;Melbourne-class;Melbourne-class;;Melbourne-class;;;;;;;;;x
AST_escort_carrier_0;Hermes-class;Hermes-class;Hermes-class;;Hermes-class;;;;;;;;;x
AST_escort_carrier_1;Eagle-class;Eagle-class;Eagle-class;;Eagle-class;;;;;;;;;x
AST_escort_carrier_2;Unicorn-class;Unicorn-class;Unicorn-class;;Unicorn-class;;;;;;;;;x
AST_escort_carrier_3;Melbourne-class;Melbourne-class;Melbourne-class;;Melbourne-class;;;;;;;;;x
AST_escort_carrier_4;Centaur-class;Centaur-class;Centaur-class;;Centaur-class;;;;;;;;;x
AST_escort_carrier_5;Invincible-class;Invincible-class;Invincible-class;;Invincible-class;;;;;;;;;x
AST_submarine_0;H-boat-class;H-boat-class;H-boat-class;;H-boat-class;;;;;;;;;x
AST_submarine_1;Swordfish-class;Swordfish-class;Swordfish-class;;Swordfish-class;;;;;;;;;x
AST_submarine_2;Triton-class;Triton-class;Triton-class;;Triton-class;;;;;;;;;x
AST_submarine_3;A-boat-class;A-boat-class;A-boat-class;;A-boat-class;;;;;;;;;x
AST_submarine_5;Oxley-class;Oxley-class;Oxley-class;;Oxley-class;;;;;;;;;x
AUS_light_armor_brigade_0;CV-35;CV-35;CV-35;;CV-35;;;;;;;;;x
AUS_light_armor_brigade_1;LT vz. 35;LT vz. 35;LT vz. 35;;LT vz. 35;;;;;;;;;x
AUS_light_armor_brigade_2;Landsverk L-60;Landsverk L-60;Landsverk L-60;;Landsverk L-60;;;;;;;;;x
AUS_armor_brigade_0;Sturmpanzerwagen A7V;Sturmpanzerwagen A7V;Sturmpanzerwagen A7V;;Sturmpanzerwagen A7V;;;;;;;;;x
AUS_armor_brigade_1;Landsverk L-61;Landsverk L-61;Landsverk L-61;;Landsverk L-61;;;;;;;;;x
AUS_armor_brigade_2;Skoda SP-III;Skoda SP-III;Skoda SP-III;;Skoda SP-III;;;;;;;;;x
AUS_armor_brigade_3;PzKpfw.IV;PzKpfw.IV;PzKpfw.IV;;PzKpfw.IV;;;;;;;;;x
AUS_armor_brigade_4;PzKpfw.V Panther;PzKpfw.V Panther;PzKpfw.V Panther;;PzKpfw.V Panther;;;;;;;;;x
AUS_armor_brigade_5;PzKpfw.VF Panther II;PzKpfw.VF Panther II;PzKpfw.VF Panther II;;PzKpfw.VF Panther II;;;;;;;;;x
AUS_armor_brigade_6;E-50 Standardpanzer;E-50 Standardpanzer;E-50 Standardpanzer;;E-50 Standardpanzer;;;;;;;;;x
AUS_armor_brigade_7;SK105 Kürassier;SK105 Kürassier;SK105 Kürassier;;SK105 Kürassier;;;;;;;;;x
AUS_interceptor_0;Fiat CR.32 Freccia;Fiat CR.32 Freccia;Fiat CR.32 Freccia;;Fiat CR.32 Freccia;;;;;;;;;x
AUS_tactical_bomber_0;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;;Junkers Ju-86;;;;;;;;;x
AUS_naval_bomber_0;Caproni Ca.111;Caproni Ca.111;Caproni Ca.111;;Caproni Ca.111;;;;;;;;;x
AUS_cas_0;Breda Ba.28;Breda Ba.28;Breda Ba.28;;Breda Ba.28;;;;;;;;;x
AUS_transport_plane_0;Caproni Ca.133;Caproni Ca.133;Caproni Ca.133;;Caproni Ca.133;;;;;;;;;x
BEL_light_armor_brigade_0;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;;Carden-Loyd M1933;;;;;;;;;x
BEL_light_armor_brigade_1;T-13;T-13;T-13;;T-13;;;;;;;;;x
BEL_light_armor_brigade_2;ACG-1;ACG-1;ACG-1;;ACG-1;;;;;;;;;x
BEL_armor_brigade_0;Renault FT-17;Renault FT-17;Renault FT-17;;Renault FT-17;;;;;;;;;x
BEL_armor_brigade_1;Renault R35;Renault R35;Renault R35;;Renault R35;;;;;;;;;x
BEL_armor_brigade_2;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;;Mk.VI A15 Crusader;;;;;;;;;x
BEL_armor_brigade_3;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;M4A1 Sherman;;;;;;;;;x
BEL_armor_brigade_4;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;M4/E8 Sherman;;;;;;;;;x
BEL_armor_brigade_5;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;;;;;;;x
BEL_interceptor_0;SABCA Fox VI;SABCA Fox VI;SABCA Fox VI;;SABCA Fox VI;;;;;;;;;x
BEL_interceptor_1;Renard R.36;Renard R.36;Renard R.36;;Renard R.36;;;;;;;;;x
BEL_interceptor_2;Renard R-40;Renard R-40;Renard R-40;;Renard R-40;;;;;;;;;x
BEL_naval_bomber_0;SABCA S.47;SABCA S.47;SABCA S.47;;SABCA S.47;;;;;;;;;x
BEL_cas_0;SABCA Battle;SABCA Battle;SABCA Battle;;SABCA Battle;;;;;;;;;x
BOL_light_armor_brigade_0;CV-33;CV-33;CV-33;;CV-33;;;;;;;;;x
BOL_light_armor_brigade_1;M2A4;M2A4;M2A4;;M2A4;;;;;;;;;x
BOL_light_armor_brigade_2;M5 Stuart;M5 Stuart;M5 Stuart;;M5 Stuart;;;;;;;;;x
BOL_armor_brigade_0;Renault FT-17;Renault FT-17;Renault FT-17;;Renault FT-17;;;;;;;;;x
BOL_armor_brigade_1;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;;Vickers Mk.E;;;;;;;;;x
BOL_armor_brigade_2;M3 Lee;M3 Lee;M3 Lee;;M3 Lee;;;;;;;;;x
BOL_armor_brigade_3;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;M4A1 Sherman;;;;;;;;;x
BOL_armor_brigade_4;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;M4/E8 Sherman;;;;;;;;;x
BOL_armor_brigade_5;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;;;;;;;x
BOL_interceptor_0;Curtiss Hawk II;Curtiss Hawk II;Curtiss Hawk II;;Curtiss Hawk II;;;;;;;;;x
BOL_tactical_bomber_0;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;;Junkers Ju-86;;;;;;;;;x
BRA_light_armor_brigade_0;CV-33;CV-33;CV-33;;CV-33;;;;;;;;;x
BRA_light_armor_brigade_1;M2A4;M2A4;M2A4;;M2A4;;;;;;;;;x
BRA_light_armor_brigade_2;M5 Stuart;M5 Stuart;M5 Stuart;;M5 Stuart;;;;;;;;;x
BRA_armor_brigade_0;Renault FT-17;Renault FT-17;Renault FT-17;;Renault FT-17;;;;;;;;;x
BRA_armor_brigade_1;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;;Vickers Mk.E;;;;;;;;;x
BRA_armor_brigade_2;M3 Lee;M3 Lee;M3 Lee;;M3 Lee;;;;;;;;;x
BRA_armor_brigade_3;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;M4A1 Sherman;;;;;;;;;x
BRA_armor_brigade_4;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;M4/E8 Sherman;;;;;;;;;x
BRA_armor_brigade_5;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;;;;;;;x
BRA_multi_role_0;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;;Curtiss Kittyhawk;;;;;;;;;x
BRA_multi_role_1;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;;Republic P-47D Thunderbolt;;;;;;;;;x
BRA_interceptor_0;Boeing P-12;Boeing P-12;Boeing P-12;;Boeing P-12;;;;;;;;;x
BRA_interceptor_1;Curtiss P-36;Curtiss P-36;Curtiss P-36;;Curtiss P-36;;;;;;;;;x
BRA_interceptor_2;Curtiss Tomhawk;Curtiss Tomhawk;Curtiss Tomhawk;;Curtiss Tomhawk;;;;;;;;;x
BRA_tactical_bomber_0;Boeing B-18A Bolo;Boeing B-18A Bolo;Boeing B-18A Bolo;;Boeing B-18A Bolo;;;;;;;;;x
BRA_tactical_bomber_3;Boeing B-25D Mitchell;Boeing B-25D Mitchell;Boeing B-25D Mitchell;;Boeing B-25D Mitchell;;;;;;;;;x
BRA_tactical_bomber_4;Boeing B-25J Mitchell;Boeing B-25J Mitchell;Boeing B-25J Mitchell;;Boeing B-25J Mitchell;;;;;;;;;x
BRA_naval_bomber_0;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;;Lockheed Hudson;;;;;;;;;x
BRA_naval_bomber_1;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;;Lockheed Ventura;;;;;;;;;x
BRA_naval_bomber_2;Lockheed Harpoon;Lockheed Harpoon;Lockheed Harpoon;;Lockheed Harpoon;;;;;;;;;x
BRA_transport_plane_1;Douglas C-47 Skytrain;Douglas C-47 Skytrain;Douglas C-47 Skytrain;;Douglas C-47 Skytrain;;;;;;;;;x
BRA_battleship_0;Minas Gerais-class;Minas Gerais-class;Minas Gerais-class;;Minas Gerais-class;;;;;;;;;x
BRA_light_cruiser_0;Bahia-class;Bahia-class;Bahia-class;;Bahia-class;;;;;;;;;x
BRA_destroyer_0;Maranhao-class;Maranhao-class;Maranhao-class;;Maranhao-class;;;;;;;;;x
BRA_submarine_0;Humaita-class;Humaita-class;Humaita-class;;Humaita-class;;;;;;;;;x
BUL_light_armor_brigade_0;CV-33;CV-33;CV-33;;CV-33;;;;;;;;;x
BUL_light_armor_brigade_1;Skoda Lt-35;Skoda Lt-35;Skoda Lt-35;;Skoda Lt-35;;;;;;;;;x
BUL_light_armor_brigade_2;Praga Lt-38;Praga Lt-38;Praga Lt-38;;Praga Lt-38;;;;;;;;;x
BUL_armor_brigade_0;Renault FT-17;Renault FT-17;Renault FT-17;;Renault FT-17;;;;;;;;;x
BUL_armor_brigade_1;Vickers Mk.II;Vickers Mk.II;Vickers Mk.II;;Vickers Mk.II;;;;;;;;;x
BUL_armor_brigade_2;Maybach T-III;Maybach T-III;Maybach T-III;;Maybach T-III;;;;;;;;;x
BUL_armor_brigade_3;Maybach T-IV;Maybach T-IV;Maybach T-IV;;Maybach T-IV;;;;;;;;;x
BUL_armor_brigade_4;Maybach T-V;Maybach T-V;Maybach T-V;;Maybach T-V;;;;;;;;;x
BUL_multi_role_0;Avia B-534 Dogan;Avia B-534 Dogan;Avia B-534 Dogan;;Avia B-534 Dogan;;;;;;;;;x
BUL_multi_role_1;Messerschmitt Bf-109G;Messerschmitt Bf-109G;Messerschmitt Bf-109G;;Messerschmitt Bf-109G;;;;;;;;;x
BUL_interceptor_0;Heinkel He 51 Sokol;Heinkel He 51 Sokol;Heinkel He 51 Sokol;;Heinkel He 51 Sokol;;;;;;;;;x
BUL_interceptor_1;PZL P.24 Vastreb;PZL P.24 Vastreb;PZL P.24 Vastreb;;PZL P.24 Vastreb;;;;;;;;;x
BUL_interceptor_2;Messerschmitt Bf-109E Strela;Messerschmitt Bf-109E Strela;Messerschmitt Bf-109E Strela;;Messerschmitt Bf-109E Strela;;;;;;;;;x
BUL_interceptor_3;Avia B.135 Lyastovica ;Avia B.135 Lyastovica ;Avia B.135 Lyastovica ;;Avia B.135 Lyastovica ;;;;;;;;;x
BUL_interceptor_4;Lazarov Laz-14;Lazarov Laz-14;Lazarov Laz-14;;Lazarov Laz-14;;;;;;;;;x
BUL_strategic_bomber_0;Aero MB.200 En-4 Buhal;Aero MB.200 En-4 Buhal;Aero MB.200 En-4 Buhal;;Aero MB.200 En-4 Buhal;;;;;;;;;x
BUL_tactical_bomber_0;Dornier Do-11 Prilep;Dornier Do-11 Prilep;Dornier Do-11 Prilep;;Dornier Do-11 Prilep;;;;;;;;;x
BUL_tactical_bomber_1;Dornier Do-17 Uragan;Dornier Do-17 Uragan;Dornier Do-17 Uragan;;Dornier Do-17 Uragan;;;;;;;;;x
BUL_tactical_bomber_2;DAR DAR-10 Bekas;DAR DAR-10 Bekas;DAR DAR-10 Bekas;;DAR DAR-10 Bekas;;;;;;;;;x
BUL_tactical_bomber_3;Petljakov Pe-2;Petljakov Pe-2;Petljakov Pe-2;;Petljakov Pe-2;;;;;;;;;x
BUL_naval_bomber_0;Arado Ar-196A Akula;Arado Ar-196A Akula;Arado Ar-196A Akula;;Arado Ar-196A Akula;;;;;;;;;x
BUL_cas_0;Bulgara KB-6 Papagal;Bulgara KB-6 Papagal;Bulgara KB-6 Papagal;;Bulgara KB-6 Papagal;;;;;;;;;x
BUL_cas_1;DAR-10 Bekas;DAR-10 Bekas;DAR-10 Bekas;;DAR-10 Bekas;;;;;;;;;x
BUL_transport_plane_0;Junkers Ju-52/3m Sowa;Junkers Ju-52/3m Sowa;Junkers Ju-52/3m Sowa;;Junkers Ju-52/3m Sowa;;;;;;;;;x
CAN_light_armor_brigade_0;Carden-Loyd Mk.VI;Carden-Loyd Mk.VI;Carden-Loyd Mk.VI;;Carden-Loyd Mk.VI;;;;;;;;;x
CAN_light_armor_brigade_1;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk.VIc;;Vickers Mk.VIc;;;;;;;;;x
CAN_light_armor_brigade_2;Stuart Mk.V;Stuart Mk.V;Stuart Mk.V;;Stuart Mk.V;;;;;;;;;x
CAN_armor_brigade_0;Whippet;Whippet;Whippet;;Whippet;;;;;;;;;x
CAN_armor_brigade_1;Cruiser Tank Mk.I A9;Cruiser Tank Mk.I A9;Cruiser Tank Mk.I A9;;Cruiser Tank Mk.I A9;;;;;;;;;x
CAN_armor_brigade_2;Ram I;Ram I;Ram I;;Ram I;;;;;;;;;x
CAN_armor_brigade_3;Grizzly I;Grizzly I;Grizzly I;;Grizzly I;;;;;;;;;x
CAN_armor_brigade_4;A34 Comet;A34 Comet;A34 Comet;;A34 Comet;;;;;;;;;x
CAN_armor_brigade_5;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;;;;;;;x
CAN_armor_brigade_6;Centurion Mk.3;Centurion Mk.3;Centurion Mk.3;;Centurion Mk.3;;;;;;;;;x
CAN_armor_brigade_7;Leopard 1;Leopard 1;Leopard 1;;Leopard 1;;;;;;;;;x
CAN_multi_role_0;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;;Curtiss Kittyhawk;;;;;;;;;x
CAN_multi_role_1;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;;Supermarine Spitfire Mk.IX;;;;;;;;;x
CAN_multi_role_2;N.American Mustang Mk.IV;N.American Mustang Mk.IV;N.American Mustang Mk.IV;;N.American Mustang Mk.IV;;;;;;;;;x
CAN_multi_role_3;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;;Gloster Meteor Mk.III;;;;;;;;;x
CAN_multi_role_4;de Havilland Vampire;de Havilland Vampire;de Havilland Vampire;;de Havilland Vampire;;;;;;;;;x
CAN_multi_role_5;Avro CF-100 Canuck;Avro CF-100 Canuck;Avro CF-100 Canuck;;Avro CF-100 Canuck;;;;;;;;;x
CAN_interceptor_0;Grumman C-23 Goblin;Grumman C-23 Goblin;Grumman C-23 Goblin;;Grumman C-23 Goblin;;;;;;;;;x
CAN_interceptor_1;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;;Hawker Hurricane Mk.I;;;;;;;;;x
