axis;C. Powers;C. Powers;C. Powers;;C. Powers;;;;;;;;;x
CREATING_THE_WORLD;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;;;;;;;;;x
CREATING_TREES;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;;;;;;;;;x
CREATING_BORDERS;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;;;;;;;;;x
CREATING_RIVERS;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;;;;;;;;;x
MAP_PROPERLY_INIT;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;;One day the great European War will come out of some damned foolish thing in the Balkans\n- Otto von Bismarck, 1888;;;;;;;;;x
CREATING_TEXTS;You will be home before the leaves have fallen from the trees.\n-Kaiser Wilhelm II, August 1914;You will be home before the leaves have fallen from the trees.\n-Kaiser Wilhelm II, August 1914;You will be home before the leaves have fallen from the trees.\n-Kaiser Wilhelm II, August 1914;;You will be home before the leaves have fallen from the trees.\n-Kaiser Wilhelm II, August 1914;;;;;;;;;x
LOAD_EVENTS;You will be home before the leaves have fallen from the trees.\n-Kaiser Wilhelm II, August 1914;You will be home before the leaves have fallen from the trees.\n-Kaiser Wilhelm II, August 1914;You will be home before the leaves have fallen from the trees.\n-Kaiser Wilhelm II, August 1914;;You will be home before the leaves have fallen from the trees.\n-Kaiser Wilhelm II, August 1914;;;;;;;;;x
ADAPTING_HISTORY;The lamps are going out all over Europe, we shall not see them lit again in our lifetime.\n- Edward Grey, July 1914;The lamps are going out all over Europe, we shall not see them lit again in our lifetime.\n- Edward Grey, July 1914;The lamps are going out all over Europe, we shall not see them lit again in our lifetime.\n- Edward Grey, July 1914;;The lamps are going out all over Europe, we shall not see them lit again in our lifetime.\n- Edward Grey, July 1914;;;;;;;;;x
manpower;Manpower;Manpower;Manpower;;Manpower;;;;;;;;;x
war_exhaustion;War Exhaustion;War Exhaustion;War Exhaustion;;War Exhaustion;;;;;;;;;x
imperial;Imperial Government;Imperial Government;Imperial Government;;Imperial Government;;;;;;;;;x
total_exploitation_desc;The gloves are off, and we don’t care if you are a totally corrupt carpetbagger, as long as you know how to exploit a country. These are the kinds of people we are going to unleash on the populace. This will maximise our own benefits, with some of the proceeds being lost to ensure that our ‘administrators’ are properly rewarded. Now of course the people will be upset at this," but hey - we need to keep our occupation troops sharp.;The gloves are off, and we don’t care if you are a totally corrupt carpetbagger, as long as you know how to exploit a country. These are the kinds of people we are going to unleash on the populace. This will maximise our own benefits, with some of the proceeds being lost to ensure that our ‘administrators’ are properly rewarded. Now of course the people will be upset at this," but hey - we need to keep our occupation troops sharp.;The gloves are off, and we don’t care if you are a totally corrupt carpetbagger, as long as you know how to exploit a country. These are the kinds of people we are going to unleash on the populace. This will maximise our own benefits, with some of the proceeds being lost to ensure that our ‘administrators’ are properly rewarded. Now of course the people will be upset at this," but hey - we need to keep our occupation troops sharp.;;The gloves are off, and we don’t care if you are a totally corrupt carpetbagger, as long as you know how to exploit a country. These are the kinds of people we are going to unleash on the populace. This will maximise our own benefits, with some of the proceeds being lost to ensure that our ‘administrators’ are properly rewarded. Now of course the people will be upset at this," but hey - we need to keep our occupation troops sharp.;;;;;;;;;x
PROV782;St. Petersburg;St. Petersburg;St. Petersburg;;St. Petersburg;;;;;;;;;x
PROV2200;München-Gladbach;München-Gladbach;München-Gladbach;;München-Gladbach;;;;;;;;;x
PROV2360;Novokuznetsk;Novokuznetsk;Novokuznetsk;;Novokuznetsk;;;;;;;;;x
PROV2552;Kattenhofen;Kattenhofen;Kattenhofen;;Kattenhofen;;;;;;;;;x
PROV2684;Saargemünd;Saargemünd;Saargemünd;;Saargemünd;;;;;;;;;x
PROV2750;Weißenburg;Weißenburg;Weißenburg;;Weißenburg;;;;;;;;;x
PROV2815;Straßburg;Straßburg;Straßburg;;Straßburg;;;;;;;;;x
PROV2857;Tsaritsyn;Tsaritsyn;Tsaritsyn;;Tsaritsyn;;;;;;;;;x
PROV2911;Yuzovka;Yuzovka;Yuzovka;;Yuzovka;;;;;;;;;x
PROV2947;Schlettstadt;Schlettstadt;Schlettstadt;;Schlettstadt;;;;;;;;;x
PROV3083;Kolmar;Kolmar;Kolmar;;Kolmar;;;;;;;;;x
PROV3150;Mülhausen;Mülhausen;Mülhausen;;Mülhausen;;;;;;;;;x
PROV4883;Antep;Antep;Antep;;Antep;;;;;;;;;x
PROV4966;Smyrna;Smyrna;Smyrna;;Smyrna;;;;;;;;;x
PROV5116;Hanseong;Hanseong;Hanseong;;Hanseong;;;;;;;;;x
PROV7125;Tshinvali;Tshinvali;Tshinvali;;Tshinvali;;;;;;;;;x
PROV8971;Elisabethpol;Elisabethpol;Elisabethpol;;Elisabethpol;;;;;;;;;x
PROV9080;Dushanbe;Dushanbe;Dushanbe;;Dushanbe;;;;;;;;;x
PROV10592;Dardanelles;Dardanelles;Dardanelles;;Dardanelles;;;;;;;;;x
bomber_folder;Artillery;Artillery;Artillery;;Artillery;;;;;;;;;x
fighter_folder;Aircraft;Aircraft;Aircraft;;Aircraft;;;;;;;;;x
TECH_BOMBER;Artillery;Artillery;Artillery;;Artillery;;;;;;;;;x
TECH_FIGHTER;Aircraft;Aircraft;Aircraft;;Aircraft;;;;;;;;;x
art_barrell_ammo;Artillery Barrel and Shells;Artillery Barrel and Shells;Artillery Barrel and Shells;;Artillery Barrel and Shells;;;;;;;;;x
art_carriage_sights;Artillery Sights;Artillery Sights;Artillery Sights;;Artillery Sights;;;;;;;;;x
heavycruiser_technology;Armored Cruiser;Armored Cruiser;Armored Cruiser;;Armored Cruiser;;;;;;;;;x
heavycruiser_armament;Armored Cruiser Main Armament;Armored Cruiser Main Armament;Armored Cruiser Main Armament;;Armored Cruiser Main Armament;;;;;;;;;x
heavycruiser_antiaircraft;Armored Cruiser Anti-Aircraft Armament;Armored Cruiser Anti-Aircraft Armament;Armored Cruiser Anti-Aircraft Armament;;Armored Cruiser Anti-Aircraft Armament;;;;;;;;;x
heavycruiser_engine;Armored Cruiser Engine;Armored Cruiser Engine;Armored Cruiser Engine;;Armored Cruiser Engine;;;;;;;;;x
heavycruiser_armour;Armored Cruiser Armour;Armored Cruiser Armour;Armored Cruiser Armour;;Armored Cruiser Armour;;;;;;;;;x
battleship_technology;Pre-Dreadnought Construction;Pre-Dreadnought Construction;Pre-Dreadnought Construction;;Pre-Dreadnought Construction;;;;;;;;;x
super_heavy_battleship_technology;Dreadnought Construction;Dreadnought Construction;Dreadnought Construction;;Dreadnought Construction;;;;;;;;;x
battleship_antiaircraft;Pre-Dreadnought Anti-Aircraft Armament;Pre-Dreadnought Anti-Aircraft Armament;Pre-Dreadnought Anti-Aircraft Armament;;Pre-Dreadnought Anti-Aircraft Armament;;;;;;;;;x
battleship_engine;Pre-Dreadnought Engine;Pre-Dreadnought Engine;Pre-Dreadnought Engine;;Pre-Dreadnought Engine;;;;;;;;;x
battleship_armour;Pre-Dreadnought Armour;Pre-Dreadnought Armour;Pre-Dreadnought Armour;;Pre-Dreadnought Armour;;;;;;;;;x
cag_development;Seaplane Development;Seaplane Development;Seaplane Development;;Seaplane Development;;;;;;;;;x
escort_carrier_technology;Seaplane Tender Technology;Seaplane Tender Technology;Seaplane Tender Technology;;Seaplane Tender Technology;;;;;;;;;x
submarine_technology;Coastal Submarine Technology;Coastal Submarine Technology;Coastal Submarine Technology;;Coastal Submarine Technology;;;;;;;;;x
smallwarship_asw_desc;Submarines are difficult to find and attack while they are underwater. Special weapons like depth charges and equipment like ASDIC gives us the ability to hunt and destroy enemy subs. This will allow us to upgrade our destroyers and light cruisers to be more effective against submarines. ;Submarines are difficult to find and attack while they are underwater. Special weapons like depth charges and equipment like ASDIC gives us the ability to hunt and destroy enemy subs. This will allow us to upgrade our destroyers and light cruisers to be more effective against submarines. ;Submarines are difficult to find and attack while they are underwater. Special weapons like depth charges and equipment like ASDIC gives us the ability to hunt and destroy enemy subs. This will allow us to upgrade our destroyers and light cruisers to be more effective against submarines. ;;Submarines are difficult to find and attack while they are underwater. Special weapons like depth charges and equipment like ASDIC gives us the ability to hunt and destroy enemy subs. This will allow us to upgrade our destroyers and light cruisers to be more effective against submarines. ;;;;;;;;;x
heavycruiser_technology_desc;An armored cruiser is a medium-sized warship. The armored cruiser is particularly effective against smaller cruisers, destroyers, and convoys. However, it cannot stand up against a proper battleship. If we research this, we can start to build these useful ships in our dockyards.;An armored cruiser is a medium-sized warship. The armored cruiser is particularly effective against smaller cruisers, destroyers, and convoys. However, it cannot stand up against a proper battleship. If we research this, we can start to build these useful ships in our dockyards.;An armored cruiser is a medium-sized warship. The armored cruiser is particularly effective against smaller cruisers, destroyers, and convoys. However, it cannot stand up against a proper battleship. If we research this, we can start to build these useful ships in our dockyards.;;An armored cruiser is a medium-sized warship. The armored cruiser is particularly effective against smaller cruisers, destroyers, and convoys. However, it cannot stand up against a proper battleship. If we research this, we can start to build these useful ships in our dockyards.;;;;;;;;;x
heavycruiser_armament_desc;Armored cruisers carry an impressive battery of heavy guns. An improved model of heavy gun will permit the construction of armored cruisers which are more effective against surface targets.;Armored cruisers carry an impressive battery of heavy guns. An improved model of heavy gun will permit the construction of armored cruisers which are more effective against surface targets.;Armored cruisers carry an impressive battery of heavy guns. An improved model of heavy gun will permit the construction of armored cruisers which are more effective against surface targets.;;Armored cruisers carry an impressive battery of heavy guns. An improved model of heavy gun will permit the construction of armored cruisers which are more effective against surface targets.;;;;;;;;;x
heavycruiser_antiaircraft_desc;Armored cruisers can be armed with small, fast-firing weapons suitable for use against aircraft. With research into AA guns, we will be able to upgrade our armored cruisers so they can protect themselves better from air attack.;Armored cruisers can be armed with small, fast-firing weapons suitable for use against aircraft. With research into AA guns, we will be able to upgrade our armored cruisers so they can protect themselves better from air attack.;Armored cruisers can be armed with small, fast-firing weapons suitable for use against aircraft. With research into AA guns, we will be able to upgrade our armored cruisers so they can protect themselves better from air attack.;;Armored cruisers can be armed with small, fast-firing weapons suitable for use against aircraft. With research into AA guns, we will be able to upgrade our armored cruisers so they can protect themselves better from air attack.;;;;;;;;;x
heavycruiser_engine_desc;Armored cruisers are quite fast and long-ranged warships. However, it's important our armored cruisers don't get left behind by newer ships. More powerful engines will mean we can build faster, longer-ranged armored cruisers;Armored cruisers are quite fast and long-ranged warships. However, it's important our armored cruisers don't get left behind by newer ships. More powerful engines will mean we can build faster, longer-ranged armored cruisers;Armored cruisers are quite fast and long-ranged warships. However, it's important our armored cruisers don't get left behind by newer ships. More powerful engines will mean we can build faster, longer-ranged armored cruisers;;Armored cruisers are quite fast and long-ranged warships. However, it's important our armored cruisers don't get left behind by newer ships. More powerful engines will mean we can build faster, longer-ranged armored cruisers;;;;;;;;;x
heavycruiser_armour_desc;Armored cruisers have armour which can stand up against anything apart from a battleship shell. Thicker and stronger armour plate will mean we can build more durable armored cruiser models.;Armored cruisers have armour which can stand up against anything apart from a battleship shell. Thicker and stronger armour plate will mean we can build more durable armored cruiser models.;Armored cruisers have armour which can stand up against anything apart from a battleship shell. Thicker and stronger armour plate will mean we can build more durable armored cruiser models.;;Armored cruisers have armour which can stand up against anything apart from a battleship shell. Thicker and stronger armour plate will mean we can build more durable armored cruiser models.;;;;;;;;;x
super_heavy_battleship_technology_desc;HMS Dreadnought was a battleship of the Royal Navy that revolutionised naval power. Her entry into service in 1906 represented such a marked advance in naval technology that her name came to be associated with an entire generation of battleships, the "dreadnoughts", as well as the class of ships named after her, while the generation of ships she made obsolete became known as "pre-dreadnoughts".;HMS Dreadnought was a battleship of the Royal Navy that revolutionised naval power. Her entry into service in 1906 represented such a marked advance in naval technology that her name came to be associated with an entire generation of battleships, the "dreadnoughts", as well as the class of ships named after her, while the generation of ships she made obsolete became known as "pre-dreadnoughts".;HMS Dreadnought was a battleship of the Royal Navy that revolutionised naval power. Her entry into service in 1906 represented such a marked advance in naval technology that her name came to be associated with an entire generation of battleships, the "dreadnoughts", as well as the class of ships named after her, while the generation of ships she made obsolete became known as "pre-dreadnoughts".;;HMS Dreadnought was a battleship of the Royal Navy that revolutionised naval power. Her entry into service in 1906 represented such a marked advance in naval technology that her name came to be associated with an entire generation of battleships, the "dreadnoughts", as well as the class of ships named after her, while the generation of ships she made obsolete became known as "pre-dreadnoughts".;;;;;;;;;x
escort_carrier_technology_desc;A seaplane tender (or seaplane carrier) is a ship that provides facilities for operating seaplanes. These ships were the first aircraft carriers.;A seaplane tender (or seaplane carrier) is a ship that provides facilities for operating seaplanes. These ships were the first aircraft carriers.;A seaplane tender (or seaplane carrier) is a ship that provides facilities for operating seaplanes. These ships were the first aircraft carriers.;;A seaplane tender (or seaplane carrier) is a ship that provides facilities for operating seaplanes. These ships were the first aircraft carriers.;;;;;;;;;x
carrier_hanger_desc;As naval aircraft become more important, we need to put more planes on our aircraft carriers. We can only do this by designing larger hangers, with more space for aircraft and their equipment. Doing this will mean we can fit more planes on aircraft carriers and seaplane tenders.;As naval aircraft become more important, we need to put more planes on our aircraft carriers. We can only do this by designing larger hangers, with more space for aircraft and their equipment. Doing this will mean we can fit more planes on aircraft carriers and seaplane tenders.;As naval aircraft become more important, we need to put more planes on our aircraft carriers. We can only do this by designing larger hangers, with more space for aircraft and their equipment. Doing this will mean we can fit more planes on aircraft carriers and seaplane tenders.;;As naval aircraft become more important, we need to put more planes on our aircraft carriers. We can only do this by designing larger hangers, with more space for aircraft and their equipment. Doing this will mean we can fit more planes on aircraft carriers and seaplane tenders.;;;;;;;;;x
carrier_antiaircraft_desc;Our carriers are vulnerable to enemy aircraft. We need to research fast-firing guns which fire at high angles to shoot down enemy planes. Then we will be able to refit our aircraft carriers and seaplane tenders so they can fight better against air attack.;Our carriers are vulnerable to enemy aircraft. We need to research fast-firing guns which fire at high angles to shoot down enemy planes. Then we will be able to refit our aircraft carriers and seaplane tenders so they can fight better against air attack.;Our carriers are vulnerable to enemy aircraft. We need to research fast-firing guns which fire at high angles to shoot down enemy planes. Then we will be able to refit our aircraft carriers and seaplane tenders so they can fight better against air attack.;;Our carriers are vulnerable to enemy aircraft. We need to research fast-firing guns which fire at high angles to shoot down enemy planes. Then we will be able to refit our aircraft carriers and seaplane tenders so they can fight better against air attack.;;;;;;;;;x
carrier_engine_desc;Carriers are meant to be fast ships, but unless we are careful, enemy cruisers will be able to catch up with our carriers and sink them. Improving our carrier engine designs will mean we can build aircraft carriers and seaplane tenders which steam faster;Carriers are meant to be fast ships, but unless we are careful, enemy cruisers will be able to catch up with our carriers and sink them. Improving our carrier engine designs will mean we can build aircraft carriers and seaplane tenders which steam faster;Carriers are meant to be fast ships, but unless we are careful, enemy cruisers will be able to catch up with our carriers and sink them. Improving our carrier engine designs will mean we can build aircraft carriers and seaplane tenders which steam faster;;Carriers are meant to be fast ships, but unless we are careful, enemy cruisers will be able to catch up with our carriers and sink them. Improving our carrier engine designs will mean we can build aircraft carriers and seaplane tenders which steam faster;;;;;;;;;x
carrier_armour_desc;Carrriers are protected by light armour over their most vital areas. Improved armour schemes have thicker plates, stronger alloys, or better layouts. Researching them means we can build aircraft carriers and seaplane tenders which are more difficult to sink.;Carrriers are protected by light armour over their most vital areas. Improved armour schemes have thicker plates, stronger alloys, or better layouts. Researching them means we can build aircraft carriers and seaplane tenders which are more difficult to sink.;Carrriers are protected by light armour over their most vital areas. Improved armour schemes have thicker plates, stronger alloys, or better layouts. Researching them means we can build aircraft carriers and seaplane tenders which are more difficult to sink.;;Carrriers are protected by light armour over their most vital areas. Improved armour schemes have thicker plates, stronger alloys, or better layouts. Researching them means we can build aircraft carriers and seaplane tenders which are more difficult to sink.;;;;;;;;;x
largewarship_radar_desc;Finding enemy fleets or aeroplanes at sea is always difficult. New RADAR devices offer our battleships, armored cruisers and carriers the chance to detect the enemy at long ranges and engage or avoid them as we see fit. Researching this RADAR set will mean we can upgrade all our large ships with more chance to spot ships and aircraft;Finding enemy fleets or aeroplanes at sea is always difficult. New RADAR devices offer our battleships, armored cruisers and carriers the chance to detect the enemy at long ranges and engage or avoid them as we see fit. Researching this RADAR set will mean we can upgrade all our large ships with more chance to spot ships and aircraft;Finding enemy fleets or aeroplanes at sea is always difficult. New RADAR devices offer our battleships, armored cruisers and carriers the chance to detect the enemy at long ranges and engage or avoid them as we see fit. Researching this RADAR set will mean we can upgrade all our large ships with more chance to spot ships and aircraft;;Finding enemy fleets or aeroplanes at sea is always difficult. New RADAR devices offer our battleships, armored cruisers and carriers the chance to detect the enemy at long ranges and engage or avoid them as we see fit. Researching this RADAR set will mean we can upgrade all our large ships with more chance to spot ships and aircraft;;;;;;;;;x
basic_aeroengine;Rotary Engine;Rotary Engine;Rotary Engine;;Rotary Engine;;;;;;;;;x
basic_aircraft_machinegun;Synchronization Gear;Synchronization Gear;Synchronization Gear;;Synchronization Gear;;;;;;;;;x
aeroengine;Inline Engine;Inline Engine;Inline Engine;;Inline Engine;;;;;;;;;x
basic_aircraft_machinegun_desc;A synchronization gear, or a gun synchronizer, is attached to the armament of a single engined tractor-type aircraft so that it can fire through the arc of its spinning propeller without the bullets striking the blades.;A synchronization gear, or a gun synchronizer, is attached to the armament of a single engined tractor-type aircraft so that it can fire through the arc of its spinning propeller without the bullets striking the blades.;A synchronization gear, or a gun synchronizer, is attached to the armament of a single engined tractor-type aircraft so that it can fire through the arc of its spinning propeller without the bullets striking the blades.;;A synchronization gear, or a gun synchronizer, is attached to the armament of a single engined tractor-type aircraft so that it can fire through the arc of its spinning propeller without the bullets striking the blades.;;;;;;;;;x
single_engine_aircraft_armament_desc;The redevelopment of machine guns and cannon to be mounted on our light aircraft allows them to shoot back at enemies.;The redevelopment of machine guns and cannon to be mounted on our light aircraft allows them to shoot back at enemies.;The redevelopment of machine guns and cannon to be mounted on our light aircraft allows them to shoot back at enemies.;;The redevelopment of machine guns and cannon to be mounted on our light aircraft allows them to shoot back at enemies.;;;;;;;;;x
twin_engine_aircraft_armament_desc;The redevelopment of machine guns and cannon to be mounted on our medium aircraft allows them to shoot back at enemies.;The redevelopment of machine guns and cannon to be mounted on our medium aircraft allows them to shoot back at enemies.;The redevelopment of machine guns and cannon to be mounted on our medium aircraft allows them to shoot back at enemies.;;The redevelopment of machine guns and cannon to be mounted on our medium aircraft allows them to shoot back at enemies.;;;;;;;;;x
spearhead_doctrine;Infiltration Assault;Infiltration Assault;Infiltration Assault;;Infiltration Assault;;;;;;;;;x
schwerpunkt;Tank Tactics;Tank Tactics;Tank Tactics;;Tank Tactics;;;;;;;;;x
blitzkrieg;Tank Warfare;Tank Warfare;Tank Warfare;;Tank Warfare;;;;;;;;;x
mechanized_offensive;Mobile Offensive;Mobile Offensive;Mobile Offensive;;Mobile Offensive;;;;;;;;;x
elastic_defence_desc;By holding the front lines lightly, with reserves sent to stop the enemy when he has committed his troops, we can conduct a more efficient, elastic defence. This means our troops will be more likely to effect a tactical withdrawal when attacked and our HQ brigades will be better organised.;By holding the front lines lightly, with reserves sent to stop the enemy when he has committed his troops, we can conduct a more efficient, elastic defence. This means our troops will be more likely to effect a tactical withdrawal when attacked and our HQ brigades will be better organised.;By holding the front lines lightly, with reserves sent to stop the enemy when he has committed his troops, we can conduct a more efficient, elastic defence. This means our troops will be more likely to effect a tactical withdrawal when attacked and our HQ brigades will be better organised.;;By holding the front lines lightly, with reserves sent to stop the enemy when he has committed his troops, we can conduct a more efficient, elastic defence. This means our troops will be more likely to effect a tactical withdrawal when attacked and our HQ brigades will be better organised.;;;;;;;;;x
spearhead_doctrine_desc;Infiltration attacks began with brief and violent bombardments of the enemy front lines, to suppress and demoralize the soldiers stationed there. The bombardment also targeted the enemy rear areas to destroy or disrupt roads, artillery, and command units.;Infiltration attacks began with brief and violent bombardments of the enemy front lines, to suppress and demoralize the soldiers stationed there. The bombardment also targeted the enemy rear areas to destroy or disrupt roads, artillery, and command units.;Infiltration attacks began with brief and violent bombardments of the enemy front lines, to suppress and demoralize the soldiers stationed there. The bombardment also targeted the enemy rear areas to destroy or disrupt roads, artillery, and command units.;;Infiltration attacks began with brief and violent bombardments of the enemy front lines, to suppress and demoralize the soldiers stationed there. The bombardment also targeted the enemy rear areas to destroy or disrupt roads, artillery, and command units.;;;;;;;;;x
schwerpunkt_desc;Tanks are very vulnerable on their own, while infantry often lacks the firepower to make a breakthrough unsupported. To get the most out of our armoured formations, we must train tanks and infantry to work together at the company and platoon levels.;Tanks are very vulnerable on their own, while infantry often lacks the firepower to make a breakthrough unsupported. To get the most out of our armoured formations, we must train tanks and infantry to work together at the company and platoon levels.;Tanks are very vulnerable on their own, while infantry often lacks the firepower to make a breakthrough unsupported. To get the most out of our armoured formations, we must train tanks and infantry to work together at the company and platoon levels.;;Tanks are very vulnerable on their own, while infantry often lacks the firepower to make a breakthrough unsupported. To get the most out of our armoured formations, we must train tanks and infantry to work together at the company and platoon levels.;;;;;;;;;x
blitzkrieg_desc;Tanks can be used to slice through enemy lines and manoeuvre behind the lines before he can react. It requires well-trained armoured units. Adopting a refined tank warfare doctrine will make our tank brigades more organised.;Tanks can be used to slice through enemy lines and manoeuvre behind the lines before he can react. It requires well-trained armoured units. Adopting a refined tank warfare doctrine will make our tank brigades more organised.;Tanks can be used to slice through enemy lines and manoeuvre behind the lines before he can react. It requires well-trained armoured units. Adopting a refined tank warfare doctrine will make our tank brigades more organised.;;Tanks can be used to slice through enemy lines and manoeuvre behind the lines before he can react. It requires well-trained armoured units. Adopting a refined tank warfare doctrine will make our tank brigades more organised.;;;;;;;;;x
superior_firepower_desc;Instead of relying on the morale of our infantry to seize the objectives, it is a much more efficient way of fighting if the enemy has already been defeated by our firepower before the infantry advances. Adopting this doctrine will mean we can put additional brigades in our divisions to make sure we have superior firepower.;Instead of relying on the morale of our infantry to seize the objectives, it is a much more efficient way of fighting if the enemy has already been defeated by our firepower before the infantry advances. Adopting this doctrine will mean we can put additional brigades in our divisions to make sure we have superior firepower.;Instead of relying on the morale of our infantry to seize the objectives, it is a much more efficient way of fighting if the enemy has already been defeated by our firepower before the infantry advances. Adopting this doctrine will mean we can put additional brigades in our divisions to make sure we have superior firepower.;;Instead of relying on the morale of our infantry to seize the objectives, it is a much more efficient way of fighting if the enemy has already been defeated by our firepower before the infantry advances. Adopting this doctrine will mean we can put additional brigades in our divisions to make sure we have superior firepower.;;;;;;;;;x
