EVT1914_2007532_DESC;White General Alexeyev fielded an army supporting the Tzar and opposed to our government.;Le gйnйral Blanc Alexeyev a lev?une armйe contre notre gouvernement et supportant le Tsar.;Der weissrussische General Alexeiev hat eine Freiwilligenarmee ausgehoben, die auf Seiten des Zaren steht und damit unser Gegner sein wird.;Biaіy genera?Aleksiejew wystawi?armi?wspieraj№c?cara i wyst№pi?przeciw naszemu rz№dowi.;El General Blanco, Alexeiev, ha creado un ejercito de voluntarios para apoyar al Zar y destruir nuestro gobierno.;Il generale bianco Alexeiev ha messo in campo un esercito di sostegno allo Zar e contrario al nostro governo.;;;;;;Белы?генера?Алексеев отказался признать власть большевико??опубликова?воззвани??офицерам ?призывом вступать ?Добровольческу?арми?;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2007532_NAME;Rise of the Volunteer Army;Crйation de l'Armйe des Volontaires;Die Aushebung einer Freiwilligenarmee;Powstanie Armii Ochotniczej;Creacion del Ejercito de Voluntarios;Sollevamento dell'armata volontaria;;;;;;Создание Добровольческо?арми?x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2007533_DESC;Some counter-revolutionary politicians set up an independent government in Arkhangelsk.;Quelques politiciens contre rйvolutionnaires ont mis en place un gouvernement indйpendant ?Arkhangelsk.;Einige konterrevolutionдre Politiker haben eine unabhдngige Regierung in Archangelsk gebildet.;Niektуrzy kontrrewolucyjni politycy zaіoїyli w Archangielsku niezaleїny rz№d.;Algunos politicos Reaccionarios han establecido un gobierno independiente en Arkhangelsk, en el frio Norte de Rusia.;Alcuni politici contro-rivoluzionari hanno creato un governo indipendente ad Arkhangelsk.;;;;;;Контрреволюционные элементы подняли антибольшевистское восстани??Архангельске ?создал?собственно?независимо?правительств?;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2007533_NAME;The Arkhangelsk Government;Le gouvernement d'Arkhangelsk;Die Regierung in Archangelsk;Rz№d w Archangielsku;El Gobierno de Arkhangelsk;Il governo di Arkhangelsk;;;;;;Архангельско?правительств?x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2007534_DESC;With British support, white Admiral Koltchak raised troops and seized the Far East.;Avec le support des Britanniques, l'amiral blanc Koltchak a lev?des troupes et pris l'Extrкme Est.;Mit britischer Unterstьtzung hat Admiral Koltchak Truppen ausgehoben und die Fernost-Flotte unter seine Kontrolle gebracht.;Z pomoc?Brytyjczykуw, biaіy admira?Koіczak wykorzystuj№c swe wojska zaj№і Daleki Wschуd.;Con apoyo Britanico, el almirante de la Rusia Blanca, Kolchak, se ha alzado y ha tomado el control del Lejano Oriente.;Con il sostegno britannico, il l'ammiraglio bianco Koltchak ha arruolato alcune truppe ed occupato l'Estremo Oriente.;;;;;;Пр?поддержк?Великобритании, белый адмирал Александ?Колчак сумел сформировать боеспособную арми??захватит?Дальни?Восток.;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2007534_NAME;Admiral Koltchak;Admiral Koltchak;Admiral Koltchak;Admira?Koіczak;El Almirante Kolchak;L'ammiraglio Koltchak;;;;;;Адмира?Колчак;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2007535_DESC;Don Cossacks, under the rule of Hetman Krasnov, rose against the Bolsheviks and allied with Alexeyev.;Les Cossaques du Don, dirigйs par l'Hetman Krasnov, se soulиvent contre les Bolchйviques et s'allient avec Alexeyev.;Unter der Fьhrung von Hetman Krasnov erhoben sich die Don-Kosaken gegen die Bolschewiken und schlossen sich General Alexeiev an.;Kozacy Doсscy, pod komend?hetmana Krasnowa, powstali przeciwko Bolszewikom i sprzymierzyli si?z Aleksiejewem.;Los Cosacos del Don, bajo el mando del Hetman Krasnov, se han alzado contra nosotros y se han unido al Ejercito Blanco.;I cosacchi del Don, sotto il governo di Hetman Krasnov, si sollevarono contro i bolscevichi, alleandosi con Alexeiev.;;;;;;Донско?казачество во глав??атаманом Павлом Красновы?восстало против большевико??об?вило ?свое?поддержк?Добровольческо?арми?генерала Алексеев?;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2007535_NAME;Cossacks' Uprising;Soulиvement des Cosaques !;Aufstand der Don-Kosaken;Powstanie Kozakуw;Rebelion Cosaca;Rivolte dei cosacchi;;;;;;Восстани?Донски?казако?x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2007536_ACTIONA;War is war;A la guerre comme аa la guerre;Krieg ist Krieg;Wojna to wojna;As?es la Guerra;La guerra ?guerra;;;;;;На войн? ка?на войн?..;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2007536_DESC;Mass Terror is a necessary weapon of the Proletarian Dictatorship. Used by generals, local populations or the Tcheka (Secret Services), the Terror targets White activists or partisan. In fact, entire villages were targeted, even if a single person was guilty or accused of being a white partisan. Such policies, which aimed at scaring populations, had often the opposite effect.;La Terreur de masse est une nйcessit?dans une Dictature du Prolйtariat. Utilisйe par les Gйnйraux, les populations locales ou la Tchйka (Services Secrets), elle cible particuliиrement les blancs et leurs sympathisants. Dans les faits, des villages entiers йtaient touchйs dиs lors qu'une seule personne йtait coupable ou simplement soupзonnйe. Ces politiques, destinйes ?effayer la population, avaient souvent l'effet inverse.;Massenterror ist ein notwendiges Instrument der Diktatur des Proletariats. Dieses Vorgehen wurde von Armee, Geheimdienst ( Tcheka ) und der Bevцlkerung selbst gegen 'weisse' Aktivisten und Partisanen eingesetzt. In der Tat wurde mehr als nur ein Dorf zum Ziel dieses Terrors, wenn auch nur der Hauch eines Verdachtes der Zusammenarbeit mit den 'weissen' bestand. Solche Instrumente, die auf der Einschьchterung der Bevцlkerung hinarbeiteten, erreichten natьrlich oftmals das Gegenteil.;Masowy terror jest koniecznym narzкdziem dyktatury proletariatu. Realizowany przez generaіуw, lokaln?ludnoњж i Czek?(tajne sіuїby), terror skierowany jest przeciw biaіym aktywistom i bojownikom. Faktycznie, celem byіy caіe wioski, jeњli nawet tylko jeden z mieszkaсcуw by?podejrzany o sprzyjanie biaіym. Takie porz№dki, nakierowane na przeraїenie spoіeczeсstwa, miaіy czкsto obrуt przeciwny do zamierzonego.;El terror en masa es un arma necesaria para la instauraciуn de la dictadura del proletariado. Usada por los generales, milicias locales o la Ckek? (chrezvichбinaya komissia), el terror est?dirigido a activistas Pro-Blancos o a partisanos. De hecho, poblaciones enteras eran victimas de йl, aun si solo una persona era encontrada culpable de ser 'contrarrevolucionaria' o 'desviacionista'. Algunas veces en vez de asustar a la poblaciуn, han logrado el efecto contrario. ;Il terrore di massa ?un'arma necessaria alla dittatura del proletariato. Usato dai generali, dalle popolazioni locali o dalla Tcheka (Servizi segreti), il terrore ha come obbiettivo attivisti o partigiani bianchi. In realt? interi villaggi sono stati distrutti, anche se una sola persona era colpevole od accusato di essere un partigiano bianco. Tali politiche, che miravano a terrorizzare le popolazioni, avevano spesso l'effetto opposto.;;;;;;Массовый террор по отношени??врагам революци?являлся обязательны?орудие?диктатур?пролетариата. Применявший? красными командирам? местными большевистским?органами власти ?сотрудниками ВЧ?(Всероссийско?чрезвычайной комиссии по борьбе ?контрреволюцие??саботаже?, красны?террор служил средство?устрашен? ка?антибольшевистских си?та??мирног?населения. Фактически, целы?деревн?уничтожались только за то, чт?один из жителе?бы?заподозрен ?контрреволюции, однако такая политика, направленн? на запугивани?местного населения, част?имел?прямо противоположны?эффект...;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2147508_NAME;The Basmachi;Les Basmachi;Die Basmachi;Basmactwo;Los Basmachi;I Basmachi;;;;;;Басмачеств?x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2147509_DESC;Ismail Enver, Ottoman Empire's former War Minister, came in Central Asia as a mediator between the Bolsheviks and the Basmachi rebels. He finally joined the rebellion and fielded an efficient army, strong enough to create an independent Muslim and Turkish state.;Ismail Enver, ancien ministre de la guerre de l'Empire Ottoman, est venu dans la rйgion comme mйdiateur entre les Bolchйviques et les Basmachi. Il rejoint finalement le second camp et organise une armйe efficace pour rйaliser l'idйal des Basmachi : un Etat musulman et Turque indйpendant.;Ismail Enver, der frьhere Kriegsminister des osmanischen Reiches, kam als Vermittler zwischen den Basmachi Rebellen und den Bolschewiken nach Zentral-Asien. Im Laufe der Zeit entschied er sich allerdings fьr die Sache der Basmachi Bewegung und stellte eine Armee auf, die stark genug war, einen unabhдngigen tьrkisch-muslimischen Staat zu grьnden und zu verteidigen.;Ismail Enver, byіy minister wojny Imperium Ottomaсskiego, przyby?do centralnej Azji jako mediator pomiкdzy bolszewikami, a basmackimi rebeliantami. W koсcu jednak przyі№czy?si?do rebelii i wystawi?skuteczn?i karn?armi? wystarczaj№co siln?by utworzy?niepodlegіe islamskie paсstwo tureckie.;Ismail Enver, El ex-ministro de Guerra del Imperio Otomano, ha venido a Asia Central como mediador entre los Bolcheviques y los Basmachi. Finalmente, debido quiz?a sus ideas pan-turquicas ha decidido unirse a la rebeliуn, entrenando a un ejйrcito eficiente y poderoso, lo suficiente como para crear un estado Turco-Musulmбn independiente.;Ismail Enver, l'ex ministro della guerra dell'Impero Ottomano, arriv?nell'Asia centrale come mediatore tra i bolscevichi ed i ribelli Basmachi. Egli ha infine aderito alla ribellione e messo in campo un esercito efficiente, forte abbastanza per creare uno Stato indipendente turco e musulmano.;;;;;;Исмаил Энве?(Энве?паша), бывший военны?минист?Османско?импери? прибыл вместе ?советскими представителями ?Центральну?Азию ?качестве посредника межд?большевиками ?басмачам? Однако, вскоре, он приня?решени?противодействовать большевика??поднять панисламское движение за освобождение Средне?Азии от красны? для чего взя?на се? задачу объединения от?до?басмачей ?борьбе ?советско?власть? чтоб?создат?независимо?па?тюркское государств?;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2147509_NAME;Ismail Enver joins the movement;Ismail Enver rejoint le mouvement;Ismail Enver;Ismail Enver przyі№cza si?do ruchu;Ismail Enver se une a nuestro movimiento;Ismail Enver si unisce al Movimento;;;;;;Энве?паша присоеди?ет? ?басмачам;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168500_DESC;The Volunteers' Army started as a bunch of troops, mainly officers, which rebelled against the bolchevik rule in Russia, around white officers like Denikine or Drosdovsky in southern Russia. They made profit from the mayhem in late '18 to gather enough troops and become a real threat for the Bolshevik power.;L'Armйe des Volontaires n'est au dйpart qu'un petite petite troupe composйe principalement d'officiers rassemblйs autour des gйnйraux blancs Denikine et Drosdovsky. L'armйe profita du dйsordre ?la fin de l'annйe 1918 pour se renforcer et devenir une vйritable menace pour le pouvoir bolchйvique.;Die Freiwilligenarmee bestand zunдchst ьberwiegend aus Offizieren rund um Denikine und Drosdovsky, die gegen die bolschewistische Herrschaft in Russland rebellierten. Bei ihren Rekrutierungen profitierten sie stark von dem Chaos und dem Zusammenbruch der цffentlichen Ordnung am Ende des Jahres 1918 und wurden zu einer Bedrohung der bolschewistischen Machthaber. ;Armia Ochotnicza zaczynaіa jako zbieranina їoіnierzy, gіуwnie oficerуw, ktуrzy zbuntowali si?przeciw wіadzy bolszewickiej w Rosji, skupiaj№c si?wokуі biaіych oficerуw jak Denikin, czy Drozdowski, w poіudniowej Rosji. Korzystali z zamieszania p?nego roku 1918 i udaіo im si?zebra?wystarczaj№c?liczb?їoіnierzy, by stanowi?realne zagroїenie dla wіadzy bolszewickiej.;Ejйrcito de Voluntarios comenz?como un grupo de tropas, principalmente oficiales, que se rebelaron contra el gobierno bolchevique en Rusia, en torno a los oficiales blancos como Denikine o Drosdovsky en el sur de Rusia. Aprovecharon el caos de finales del '18 para reunir suficientes tropas y convertirse en una amenaza real para el poder bolchevique;L'esercito volontario ha iniziato come un gruppo di soldati, soprattutto ufficiali, che si ribellarono contro il governo bolscevico in Russia, insieme ad ufficiali bianchi come Denikine o Drosdovsky nella Russia meridionale. Hanno approfittato dal caos verso la fine del '18 per raccogliere abbastanza truppe e diventare una vera minaccia per il potere bolscevico. ;;;;;;Добровольческая армия возникла ?качестве добровольног?воинског?объединения, сост?вшег?преимущественн?из офицеров, юнкеро??гардемарин, отказавших? принять власть большевико??России ?объединивших? на юг?России вокруг белы?генерало? таки?ка?Деники? Алексеев ил?Корнилов. Он?прибыл??Новочеркасск из красного хаос??конц?1918-го года, чтоб?создат?боеспособную арми??стат?реальной угрозо?для большевистской власти.;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168500_NAME;The Volunteers army;L'Armйe des Volontaires;Die Freiwilligenarmee;Armia Ochotnicza;El ejercito de voluntarios;L'armata volontaria;;;;;;Добровольческая армия;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168501_DESC;Enough men have been recruited to field a new division.;Le recrutement de nouveaux soldats permet de mettre sur pied une nouvelle division.;Wir haben nun genьgend Freiwillige, um eine weitere Division aufzustellen.;Wystarczaj№co rekrutуw przybyіo, by wystawi?now?dywizj?;Suficientes hombres se han enlistado como para formar una nueva divisiуn.;Sono stati reclutati abbastanza uomini per mettere in campo una nuova divisione.;;;;;;Призвано достаточно?количество мужчин, чтоб?сформировать новы?дивизи?;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168501_NAME;New recruits;Nouvelles recrues;Neue Rekruten;Nowi rekruci;Nuevos reclutas;Nuove reclute;;;;;;Новобранцы;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168502_DESC;Enough men have been recruited to field a new division.;Le recrutement de nouveaux soldats permet de mettre sur pied une nouvelle division.;Wir haben nun genьgend Freiwillige, um eine weitere Division aufzustellen.;Wystarczaj№co rekrutуw przybyіo, by wystawi?now?dywizj?;Suficientes hombres se han enlistado como para formar una nueva divisiуn;Sono stati reclutati abbastanza uomini per mettere in campo una nuova divisione.;;;;;;Призвано достаточно?количество мужчин, чтоб?сформировать новы?дивизи?;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168502_NAME;New recruits;Nouvelles recrues;Neue Rekruten;Nowi rekruci;Nuevos reclutas;Nuove reclute;;;;;;Новобранцы;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168503_DESC;Don Cossacks, under the rule of Hetman Krasnov, rose against the Bolsheviks and allied with Alexeyev.;Les Cosaques du Don, dirigйs par l'Hetman Krasnov, se soulиvent contre les Bolchйviques et s'allient avec Alexeyev.;Unter der Fьhrung von Hetman Krasnov erhoben sich die Don-Kosaken gegen die Bolschewiken und schlossen sich General Alexeiev an.;Kozacy Doсscy, pod komend?hetmana Krasnowa, powstali przeciwko Bolszewikom i sprzymierzyli si?z Aleksiejewem.;Los Cosacos del Don, bajo el mando del Hetman Krasnov, se han alzado contra los rojos y se han unido a nosotros.;I cosacchi del Don, sotto il governo di Hetman Krasnov, si sollevarono contro i bolscevichi, alleandosi con Alexeiev.;;;;;;Донско?казачество во глав??атаманом Павлом Красновы?восстало против большевико??об?вило ?свое?поддержк?Добровольческо?арми?генерала Алексеев?;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168503_NAME;Cossacks rise against the Bolsheviks;Les Cosaques se soulиvent contre les Rouges !;Aufstand der Don-Kosaken;Kozacy powstaj?przeciwko Bolszewikom;Los Cosacos se alzan contra los Bolcheviques;I cosacchi si ribellano ai bolscevichi;;;;;;Восстани?Донски?казако?x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168509_ACTIONA;Form Southern Russia;Former la Russie du Sud;Sьd-Russland grьnden;Utwуrz Rosj?Poіudniow?Formar Rusia del Sur;Forma la Russia meridionale;;;;;;Создат?Южну?Россию !;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168509_DESC;We control enough provinces to form Southern Russia.;Nous contrфlons assez de provinces pour former la Russie du Sud.;Wir haben nun genьgend Gebiete eingenommen, um den Staat Sьd-Russland zu grьnden.;Kontrolujemy wystarczaj№c?liczb?prowincji, by sformowa?Rosj?Poіudniow?Controlamos suficientes provincias como para formar Rusia del Sur.;Controlliamo abbastanza province per formare la Russia meridionale.;;;;;;Мы контролируем достаточно провинци? чтоб?создат?Южну?Россию !;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2168509_NAME;Form Southern Russia;Former la Russie du Sud;Die Grьndung Sьd-Russlands;Utwуrz Rosj?Poіudniow?Formar Rusia del Sur;Forma la Russia meridionale;;;;;;Создание Южно?России;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2173500_DESC;With British support, white Admiral Koltchak raised troops and seized the Far East.;Avec le support des Britanniques, l'amiral blanc Koltchak a lev?des troupes et pris l'Extrкme Est.;Mit britischer Unterstьtzung hat Admiral Koltchak Truppen ausgehoben und die Fernost-Flotte unter seine Kontrolle gebracht.;Z pomoc?Brytyjczykуw, biaіy admira?Koіczak wykorzystuj№c swe wojska zaj№і Daleki Wschуd.;Con apoyo Britanico, el almirante de la Rusia Blanca, Kolchak, se ha alzado y ha tomado el control del Lejano Oriente.;Con il sostegno britannico, il l'ammiraglio bianco Koltchak ha arruolato alcune truppe ed occupato l'Estremo Oriente.;;;;;;Пр?поддержк?Великобритании, белый адмирал Александ?Колчак сумел сформировать боеспособную арми??захватит?Дальни?Восток.;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2173500_NAME;Koltchak arrives!;Koltchak arrive !;Admiral Koltchak;Koіczak przybywa!;Kolchak ha llegado !;Koltchak arriva!;;;;;;Прибытие Колчак?!;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2173501_ACTIONA;Go to Omsk; Aller ?Omsk;Omsk, wir kommen;Jed?do Omska;Vamos a Omsk;Vai a Omsk;;;;;;Отправиться ?Омск !;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2173501_DESC;A meeting is planned at Omsk, where all states which rose against the Bolsheviks must decide actions to be taken against the Reds. An alliance can be sealed.;Une entrevue est prйvue ?Omsk, rйunissant les Etats se rebellant contre le pouboir Bolshйvique. Il doit кtre dйcid?des actions ?prendre contre les Rouge. Une alliance peut кtre scellйe.;Es ist geplant, da?sich Abgesandte aller Staaten, die sich gegen die Bolschewiken erhoben haben, in Omsk treffen, um gemeinsame Aktionen gegen die 'Roten' zu beschliessen. Hieraus kцnnte durchaus eine Allianz entstehen.;W Omsku planowane jest spotkanie, podczas ktуre wszystkie kraje, ktуre powstaіy przeciw Bolszewikom, musz?zadecydowa? jakie kroki podejm?przeciwko Czerwonym. Moїe to doprowadzi?do podpisania sojuszu.;Una reuniуn se llevara a cabo en la ciudad rusa de Omsk, donde los estados involucrados en la lucha contra los Bolcheviques decidirбn las acciones a tomar durante lo que reste de la lucha contra ellos, podrнa ser el preludio de una alianza.;?previsto un incontro a Omsk, dove tutti gli Stati che si sollevarono contro i bolscevichi devono decidere le azioni da intraprendere contro i rossi. Un'alleanza pu?essere sigillata.;;;;;;?Омск?планируется проведение конференци? ?ходе которо?вс?антибольшевистские силы должны принять скоординированны?план по борьбе ?красно?чумо? Вполне вероятн? чт?буде?принято решени?вступить ?союз.;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2173501_NAME;Travel to Omsk;Voyage ?Omsk;Eine Reise nach Omsk;Podrуї do Omska;Viaje a Omsk;Viaggio a Omsk;;;;;;Путешестви??Омск;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2173502_ACTIONA;Organize the Coup;Organiser le coup de force.;Staatsstreich vorbereiten;Zorganizuj przewrуt;Organizen los preparativos;Organizza il colpo di stato;;;;;;Организовать переворо?!;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT1914_2173502_DESC;Once at Omsk, Koltchak realized that his new allies are far from being ready for war. They barely have any troops, their administration is incompetent and worse, corruption in these governments seems an incurable disease. The only solution is a coup d'Etat.;Au cours de l'entrevue d'Omsk, Koltchak rйalise que ses alliйs ne sont pas prкts ?la guerre. Ils n'ont pas de troupes, leur administration est inefficace et pire que tout, la corruption semble кtre un mal incurable dans ces gouvernements. La seule solution est le coup d'Etat.;In Omsk angekommen erkennt Admiral Koltchak schnell, da?seine neuen Verbьndeten in keinster Weise auf einen Krieg gegen den Bolschewismus vorbereitet sind. Sie haben kaum Truppen, die Regierung ist inkompetent, Korruption ist ein unausrottbares Geschwьr. Ein Staatsstreich scheint ihm die sinnvollste Lцsung zu sein.;Bкd№c w Omsku, Koіczak zauwaїy?їe jego nowi sojusznicy s?w stanie dalekim od gotowoњci wojennej. Nie maj?prawie wojska, ich administracja jest niekompetentna, a co gorsza, korupcja wydaje si?nieuleczaln?chorob? Jedynym rozwi№zaniem jest zamach stanu.;Una vez en Omsk, Kolchak seсalo que sus nuevos aliados estan lejos de estar preparados para la guerra. Apenas tienen soldados, su administraciуn es muy incompetente y peor aъn, la corrupciуn de sus funcionarios parece ser un cancer incurable que amenaza la seguridad de futuras operaciones. Parece ser que solo hay una soluciуn.;Una volta a Omsk, Koltchak si rese conto che i suoi nuovi alleati erano ben lungi dall'essere pronti per la guerra. Non avevano truppe, la loro amministrazione era incompetente e, ancora peggio, la corruzione in questi governi sembra una malattia incurabile. L'unica soluzione ?un colpo di Stato.;;;;;;Прибыв ?Омск, Колчак сраз?же по?? чт?ег?новы?союзники совершенно не готовы ?войн? Он?практическ?не имею?боеспособных войс? их администрация совершенно некомпетентн? но хуже всег?то, чт?коррупция ?этих правительствах приобрел?поистине чудовищные размер? Единственным решением ?данных условия?являет? государственны?переворо?;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
