germany_vorpommern;Western Pomerania;Poméranie Occidentale;Westpommern;;Pomerania Occidental;;;;;;;;;;
germany_hinterpommern;Eastern Pomerania;Poméranie Orientale;Ostpommern;;Pomerania Oriental;;;;;;;;;;
germany_berlin;Berlin;Berlin;Berlin;;Berlín;;;;;;;;;;
germany_neubrandenburg;Brandenburg;Brandenbourg;Brandenburg;;Brandeburgo;;;;;;;;;;
germany_magdeburg;Magdeburg;Magdebourg;Magdeburg;;Magdeburgo;;;;;;;;;;
germany_hamburg;Hamburg;Hambourg;Hamburg;;Hamburgo;;;;;;;;;;
germany_bremen;Bremen;Brême;Bremen;;Bremen;;;;;;;;;;
germany_norden;Norden;Nord;Norden;;Norden;;;;;;;;;;
germany_osnabruck;Osnabruck;Osnabruck;Osnabrück;;Osnabruck;;;;;;;;;;
germany_dusseldorf;Dusseldorf;Dusseldorf;Düsseldorf;;Dusseldorf;;;;;;;;;;
germany_dortmund;Dortmund;Dortmund;Dortmund;;Dortmund;;;;;;;;;;
germany_hannover;Hannover;Hannovre;Hannover;;Hannover;;;;;;;;;;
germany_minden;Minden;Minden;Minden;;Minden;;;;;;;;;;
germany_paderborn;Paderborn;Paderborn;Paderborn;;Paderborn;;;;;;;;;;
germany_frankfurt;Frankfort;Francfort;Frankfurt;;Francfort;;;;;;;;;;
germany_elbing;Elbing;Elbing;Elbing;;Elblag;;;;;;;;;;
germany_konigsberg;Konigsberg;Konigsberg;Königsberg;;Konigsberg;;;;;;;;;;
germany_tilsit;Tilsit;Tilsit;Tilsit;;Tilsit;;;;;;;;;;
germany_lyck;Lyck;Lyck;Lyck;;Lyck;;;;;;;;;;
germany_lauenburg;Lauenburg;Lauenburg;Lauenburg;;Lauenburg;;;;;;;;;;
germany_falkenburg;Falkenburg;Falkenburg;Falkenburg;;Falkenburg;;;;;;;;;;
germany_neudam;Neudam;Neudam;Neudam;;Neudam;;;;;;;;;;
germany_cottbus;Cottbus;Cottbus;Cottbus;;Cottbus;;;;;;;;;;
germany_fulda_gap;The Fulda Gap;Le Fulda Gap;Fuldatal;;La brecha de Fulda;;;;;;;;;;
germany_gottingen;Gottingen;Gottingen;Göttingen;;Gottingen;;;;;;;;;;
germany_darmstadt;Darmstadt;Darmstadt;Darmstadt;;Darmstadt;;;;;;;;;;
germany_balingen;Balingen;Balingen;Balingen;;Balingen;;;;;;;;;;
germany_mannheim;Mannheim;Mannheim;Mannheim;;Mannheim;;;;;;;;;;
germany_oberstdorf;Oberstdorf;Oberstdorf;Oberstdorf;;Oberstdorf;;;;;;;;;;
germany_ulm;Ulm;Ulm;Ulm;;Ulm;;;;;;;;;;
germany_stuttgart;Suttgart;Suttgart;Stuttgart;;Stuttgart;;;;;;;;;;
germany_murnau;Marnau;Marnau;Marnau;;Marnau;;;;;;;;;;
germany_traunstein;Traunstein;Traunstein;Traunstein;;Traunstein;;;;;;;;;;
germany_passau;Passau;Passau;Passau;;Passau;;;;;;;;;;
germany_augsburg;Augsburg;Augsbourg;Augsburg;;Augsburgo;;;;;;;;;;
germany_sorau;Sorau;Sorau;Sorau;;Sorau;;;;;;;;;;
germany_breslau;Breslau;Breslau;Breslau;;Wroclaw;;;;;;;;;;
germany_oppeln;Oppeln;Oppeln;Oppeln;;Oppeln;;;;;;;;;;
germany_ratibor;Ratibor;Ratibor;Ratibor;;Ratibor;;;;;;;;;;
germany_petersdorf;Petersdorf;Petersdorf;Petersdorf;;Petersdorf;;;;;;;;;;
germany_sebnitz;Sebnitz;Sebnitz;Sebnitz;;Sebnitz;;;;;;;;;;
germany_dresden;Dresden;Dresde;Dresden;;Dresde;;;;;;;;;;
germany_dessau;Dessau;Dessau;Dessau;;Dessau;;;;;;;;;;
germany_gera;Gera;Gera;Gera;;Gera;;;;;;;;;;
germany_chemnitz;Chemnitz;Chemnitz;Chemnitz;;Chemnitz;;;;;;;;;;
germany_sonderhausen;Sonderhausen;Sonderhausen;Sonderhausen;;Sonderhausen;;;;;;;;;;
germany_suhl;Suhl;Suhl;Suhl;;Suhl;;;;;;;;;;
germany_bayeruth;Bayeruth;Bayeruth;Bayreuth;;Bayeruth;;;;;;;;;;
germany_nurnberg;Nuremberg;Nuremberg;Nürnberg;;Nuremberg;;;;;;;;;;
germany_regensburg;Regensburg;Regensbourg;Regensburg;;Ratisbona;;;;;;;;;;
germany_nordlingen;Nordlingen;Nordlingen;Nördlingen;;Nordlingen;;;;;;;;;;
holland_denhaag;The Hague;La Haye;Den Haag;;La Haya;;;;;;;;;;
holland_southeast;Holland - South East;Hollande - Sud-Est;Holland - Südost;;Holanda - Sureste;;;;;;;;;;
holland_haarlem;Haarlem;Haarlem;Haarlem;;Haarlem;;;;;;;;;;
holland_northwest;Holland - North West;Hollande - Nord-Ouest;Holland - Nordwest;;Holanda - Noreste;;;;;;;;;;
holland_utrecht;Utrecht;Utrecht;Utrecht;;Utrecht;;;;;;;;;;
holland_enschede;Enschede;Enschede;Enschede;;Enschede;;;;;;;;;;
holland_zwolle;Zwolle;Zwolle;Zwolle;;Zwolle;;;;;;;;;;
holland_emmen;Emmen;Emmen;Emmen;;Emmen;;;;;;;;;;
ireland_donegal;Donegal;Donegal;Donegal;;Donegal;;;;;;;;;;
ireland_mayo;Mayo;Mayo;Mayo;;Mayo;;;;;;;;;;
ireland_longford;Longford;Longford;Longford;;Longford;;;;;;;;;;
ireland_dublin;Dublin;Dublin;Dublin;;Dublín;;;;;;;;;;
ireland_wexford;Wexford;Wexford;Wexford;;Wexford;;;;;;;;;;
ireland_limerick;Limerick;Limerick;Limerick;;Limerick;;;;;;;;;;
ireland_cork;Cork;Cork;Cork;;Cork;;;;;;;;;;
poland_danzig;Danzig;Dantzig;Danzig;;Danzig;;;;;;;;;;
poland_bydgoszgz;Thorn;Bydgoszcz;Thorn;;Thorn;;;;;;;;;;
poland_poznan;Poznan;Poznan;Posen;;Poznañ;;;;;;;;;;
poland_brieg;Brieg;Brieg;Brieg;;Brieg;;;;;;;;;;
poland_katowice;Kattowitz;Katowice;Kattowitz;;Katowice;;;;;;;;;;
poland_wisla;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;;
poland_jordanow;Jordanow;Jordanow;Jordanow;;Jordanow;;;;;;;;;;
sweden_sw_skane;South West Skane;Scanie du Sud-Ouest;Südwest-Skane;;Escania sudoccidental;;;;;;;;;;
sweden_ne_skane;North East Skane;Scanie du Nord-Est;Nordost-Skane;;Escania nororiental;;;;;;;;;;
sweden_halland;Halland;Halland;Halland;;Halland;;;;;;;;;;
sweden_goteborg;Gothenburg;Goteborg;Gothenburg;;Gothemburgo;;;;;;;;;;
sweden_kalmar;Kalmar;Kalmar;Kalmar;;Kalmar;;;;;;;;;;
sweden_lysekil;Lysekil;Lysekil;Lysekil;;Lysekil;;;;;;;;;;
sweden_v_gotaland;Western Gotaland;Gotaland de l'ouest;West-Götaland;;Gotland Occidental;;;;;;;;;;
sweden_varnamo;Varnamo;Varnamo;Varnamo;;Varnamo;;;;;;;;;;
sweden_vastervik;Vastervik;Vastervik;Vastervik;;Vastervik;;;;;;;;;;
sweden_jonkoping;Jonkoping;Jonkoping;Jonköping;;Jonkoping;;;;;;;;;;
sweden_kil;Kil;Kil;Kil;;Kil;;;;;;;;;;
sweden_karlstad;Karlstad;Karlstad;Karlstad;;Karlstad;;;;;;;;;;
sweden_sunne;Sunne;Sunne;Sunne;;Sunne;;;;;;;;;;
sweden_orebro;Orebro;Orebro;Orebro;;Orebro;;;;;;;;;;
sweden_norrkoping;Norrkoping;Norrkoping;Norrköping;;Norrkoping;;;;;;;;;;
sweden_katrineholm;Katrineholm;Katrineholm;Katrineholm;;Katrineholm;;;;;;;;;;
sweden_stockholm;Stockholm;Stockholm;Stockholm;;Estocolmo;;;;;;;;;;
sweden_uppsala;Uppsala;Uppsala;Uppsala;;Uppsala;;;;;;;;;;
sweden_kopparberg;Kopparberg;Kopparberg;Kopparberg;;Kopparberg;;;;;;;;;;
sweden_gavle;Gavle;Gavle;Gavle;;Gavle;;;;;;;;;;
sweden_falun;Falun;Falun;Falun;;Falun;;;;;;;;;;
sweden_gotland;Gotland;Gotland;Gotland;;Gotland;;;;;;;;;;
sweden_region;Sweden;Súede;Schweden;;Svezia;;;;;;;;;;,,
uk_north_wales;North Wales;Galles du Nord;Nordwales;;Gales del Norte;;;;;;;;;;,,
uk_south_wales;South Wales;Galles du Sud;Südwales;;Gales del Sur;;;;;;;;;;,,
uk_cornwall;Cornwall;Cornouailles;Cornwall;;Cornwall;;;;;;;;;;,,
uk_bristol;Gloucestershire;Gloucestershire;Gloucestershire;;Gloucestershire;;;;;;;;;;,,
uk_dorset;Dorset;Dorset;Dorset;;Dorset;;;;;;;;;;,,
uk_oxford;Oxfordshire;Oxfordshire;Oxfordshire;;Oxfordshire;;;;;;;;;;,,
uk_kent;Kent;Kent;Kent;;Kent;;;;;;;;;;x,,
uk_london;Middlesex;Middlesex;Middlesex;;Middlesex;;;;;;;;;;x,,
uk_cambridge;Cambridgeshire;Cambridgeshire;Cambridgeshire;;Cambridgeshire;;;;;;;;;;x,,
uk_east_anglia;East Anglia;Est-Anglie;East Anglia;;Anglia Oriental;;;;;;;;;;x,,
uk_lincoln;Lincolnshire;Lincolnshire;Lincolnshire;;Lincolnshire;;;;;;;;;;x,,
uk_west_midlands;West Midlands;Midlands de l'Ouest;West-Midlands;;Midlands occidentales;;;;;;;;;;x,,
uk_east_midlands;East Midlands;Midlands de l'Est;Ost-Midlands;;Midlands Orientales;;;;;;;;;;x,,
uk_liverpool;Lancashire;Lancashire;Lancashire;;Lancashire;;;;;;;;;;x,,
uk_carlisle;Cumbria;Cumbrie;Cumbria;;Cumbria;;;;;;;;;;x,,
uk_newcastle;Northumberland;Northumberland;Northumberland;;Northumberland;;;;;;;;;;x,,
uk_york;East Yorkshire;Yorkshire de l'Est;Ost-Yorkshire;;Yorkshire Oriental;;;;;;;;;;x,,
uk_hull;West Yorkshire;Yorkshire de l'Ouest;West-Yorkshire;;Yorkshire Occidental;;;;;;;;;;x,,
uk_edinburgh;Lothian;Lothian;Lothian;;Lothian;;;;;;;;;;x,,
uk_ayr;Ayrshire;Ayrshire;Ayrshire;;Ayrshire;;;;;;;;;;x,,
uk_glasgow;Lanarkshire;Lanarkshire;Lanarkshire;;Lanarkshire;;;;;;;;;;x,,
uk_rosyth;Fife;Fife;Fife;;Fife;;;;;;;;;;x,,
uk_aberdeen;Aberdeenshire;Aberdeenshire;Aberdeenshire;;Aberdeenshire;;;;;;;;;;x,,
uk_mallaig;Argyll;Argyll;Argyll;;Argyll;;;;;;;;;;x,,
uk_inverness;Inverness-shire;Inverness-shire;Inverness-shire;;Inverness-shire;;;;;;;;;;x,,
uk_scapa;Caithness;Caithness;Caithness;;Caithness;;;;;;;;;;x,,
uk_stornoway;Ross and Cromarty;Ross and Cromarty;Ross und Cromarty;;Ross y Cromarty;;;;;;;;;;x,,
uk_belfast;Antrim;Antrim;Antrim;;Antrim;;;;;;;;;;x,,
uk_armagh;Armagh;Armagh;Armagh;;Armagh;;;;;;;;;;x,,
FRA_2877;Chablis;Chablis;Chablis;;Chablis;;;;;;;;;;x,,
FRA_3080;Dijon;Dijon;Dijon;;Dijon;;;;;;;;;;x,,
FRA_3280;Beaune;Beaune;Beaune;;Beaune;;;;;;;;;;x,,
FRA_3620;Lyon;Lyon;Lyon;;Lyon;;;;;;;;;;x,,
FRA_3823;Avignon;Avignon;Avignon;;Aviñón;;;;;;;;;;x,,
FRA_3893;Montpellier;Montpellier;Montpellier;;Montpellier;;;;;;;;;;x,,
FRA_2485;Paris;Paris;Paris;;París;;;;;;;;;;x,,
FRA_2746;Troyes;Troyes;Troyes;;Troyes;;;;;;;;;;x,,
FRA_2802;St. Nazaire;St. Nazaire;St. Nazaire;;St. Nazario;;;;;;;;;;,,
FRA_2937;Nantes;Nantes;Nantes;;Nantes;;;;;;;;;;,,
FRA_2805;Richelieu;Richelieu;Richelieu;;Richelieu;;;;;;;;;;,,
FRA_2742;Tours;Tours;Tours;;Tours;;;;;;;;;;,,
FRA_2743;Orleans;Orléans;Orleans;;Orleans;;;;;;;;;;,,
FRA_2942;Briare;Briare;Briare;;Briare;;;;;;;;;;,,
FRA_3964;Beziers;Béziers;Beziers;;Beziers;;;;;;;;;;x,,
FRA_4297;Perpignam;Perpignan;Perpignam;;Perpiñán;;;;;;;;;;x,,
FRA_3753;St. Etienne;St. Étienne;St. Etienne;;St. Etienne;;;;;;;;;;x,,
FRA_3551;Macon;Mâcon;Macon;;Mâcon;;;;;;;;;;x,,
FRA_3343;Cognac;Cognac;Cognac;;Cognac;;;;;;;;;;x,,
FRA_3412;Bordeaux;Bordeaux;Bordeaux;;Burdeos;;;;;;;;;;x,,
FRA_3747;Stade Montois;Stade Montois;Stade Montois;;Stade Montois;;;;;;;;;;x,,
FRA_4027;Bayonne;Bayonne;Bayonne;;Bayona;;;;;;;;;;x,,
FRA_3959;Pau;Pau;Pau;;Pau;;;;;;;;;;x,,
FRA_4099;Toulouse;Toulouse;Toulouse;;Toulouse;;;;;;;;;;x,,
FRA_4100;Lavelanet;Lavelanet;Lavelanet;;Lavelanet;;;;;;;;;;x,,
FRA_3889;Montauban;Montauban;Montauban;;Montauban;;;;;;;;;;x,,
FRA_3681;Brive;Brive;Brive;;Brive;;;;;;;;;;x,,
FRA_3820;Castres;Castres;Castres;;Castres;;;;;;;;;;x,,
FRA_3819;Albi;Albi;Albi;;Albi;;;;;;;;;;x,,
FRA_3750;Rodez;Rodez;Rodez;;Rodez;;;;;;;;;;x,,
FRA_3684;Saignes;Saignes;Saignes;;Saignes;;;;;;;;;;x,,
FRA_3011;Avallon;Avallon;Avallon;;Avallon ;;;;;;;;;;x,,
FRA_2941;Bourges;Bourges;Bourges;;Bourges;;;;;;;;;;x,,
FRA_3006;Thouars;Thouars;Thouars;;Thouars;;;;;;;;;;x,,
FRA_2940;Decartes;Descartes;Decartes;;Decartes;;;;;;;;;;x,,
FRA_3141;Poiteirs;Poitiers;Poiteirs;;Poitiers;;;;;;;;;;
FRA_3345;Limoges;Limoges;Limoges;;Limoges;;;;;;;;;;
FRA_3415;Martel;Martel;Martel;;Martel;;;;;;;;;;
FRA_3144;Nevers;Nevers;Nevers;;Nevers;;;;;;;;;;
FRA_3417;Vichy;Vichy;Vichy;;Vichy;;;;;;;;;;
FRA_3550;Clermont Auvergne;Clermont Auvergne;Clermont Auvergne;;Clermont Auvergne;;;;;;;;;;
FRA_3277;St Vaury;St Vaury;St. Vaury;;St Vaury;;;;;;;;;;
AUS_3220;Pfunds;Pfunds;Pfunds;;Pfunds;;;;;;;;;;
AUS_3358;Innsbruck;Innsbruck;Innsbruck;;Innsbruck;;;;;;;;;;
AUS_2955;Salzburg;Salzbourg;Salzburg;;Salzburgo;;;;;;;;;;
AUS_3429;Lienz;Lienz;Linz;;Lienz;;;;;;;;;;
AUS_3291;Bischofshofen;Bischofshofen;Bischofshofen;;Bischofshofen;;;;;;;;;;
AUS_3361;Klagenfurt;Klagenfurt;Klagenfurt;;Klagenfurt;;;;;;;;;;
AUS_3092;Linz;Linz;Linz;;Linz;;;;;;;;;;
AUS_3227;Graz;Graz;Graz;;Graz;;;;;;;;;;
AUS_3026;Vienna;Vienne;Wien;;Viena;;;;;;;;;;
AUS_2957;Zwettl;Zwettl;Zwettl;;Zwettl;;;;;;;;;;
SCH_3425;Davos;Davos;Davos;;Davos;;;;;;;;;;
SCH_3218;Zurich;Zurich;Zürich;;Zúrich;;;;;;;;;;
SCH_3354;Locarno;Locarno;Locarno;;Locarno;;;;;;;;;;
SCH_3284;Basel;Bâle;Basel;;Basilea;;;;;;;;;;
SCH_3556;Brig;Brigue;Brig;;Brig;;;;;;;;;;
SCH_3422;Geneva;Genève;Genf;;Ginebra;;;;;;;;;;
POL_2097;Kalisz;Kalisz;Kalisch;;Kalisz;;;;;;;;;;
POL_1982;Plock;Plock;Plock;;Plock;;;;;;;;;;
POL_1868;Warsaw;Varsovie;Warschau;;Varsovia;;;;;;;;;;
POL_1809;Lomza;Lomza;Lomscha;;Lomza;;;;;;;;;;
POL_1691;Varena;Varena;Varena;;Varena;;;;;;;;;;
POL_1532;Wilno;Vilnius;Wilno;;Vilna;;;;;;;;;;
POL_1490;Svir;Svir;Swir;;Svir;;;;;;;;;;
POL_1634;Stolpce;Stolpce;Stolpce;;Stolpce;;;;;;;;;;
POL_1752;Lida;Lida;Lida;;Lida;;;;;;;;;;
POL_1873;Pinsk;Pinsk;Pinsk;;Pinsk;;;;;;;;;;
POL_2046;Pripet;Pripet;Pripjet;;Pripet;;;;;;;;;;
POL_2162;Styr;Styr;Styr;;Styr;;;;;;;;;;
POL_2391;Dubno;Dubno;Dubno;;Dubno;;;;;;;;;;
POL_2510;Ternopil;Ternopil;Ternopol;;Ternopil;;;;;;;;;;
POL_3036;Orynyn;Orynyn;Orynyn;;Orynyn;;;;;;;;;;
POL_2769;Skalat;Skalat;Skalat;;Skalat;;;;;;;;;;
POL_2636;Stryy;Stryy;Stryy;;Stryy;;;;;;;;;;
POL_2702;Przemysl;Przemysl;Prömsel;;Przemysl;;;;;;;;;;
POL_2700;Gorlice;Gorlice;Gorlice;;Gorlice;;;;;;;;;;
POL_2506;Tarnow;Tarnow;Tarnow;;Tarnów;;;;;;;;;;
POL_2214;Klobuck;Klobuck;Klobuck;;Klobuck;;;;;;;;;;
POL_2040;Lodz;Lodz;Lodz;;Lódz;;;;;;;;;;
POL_1984;Siedlce;Siedlce;Siedlce;;Siedlce;;;;;;;;;;
POL_1810;Bialystok;Bialystok;Bialystok;;Bialystok;;;;;;;;;;
POL_1930;Brest Litovsk;Brest Litovsk;Brest Litowsk;;Brest-Litovsk;;;;;;;;;;
POL_1987;Povorsk;Povorsk;Povorsk;;Povorsk;;;;;;;;;;
POL_2219;Kovel;Kovel;Kowel;;Kovel;;;;;;;;;;
POL_2509;Lvov;Lvov;Lemberg;;Lvov;;;;;;;;;;
POL_2388;Jaroslav;Jaroslav;Jaroslaw;;Jaroslav;;;;;;;;;;
POL_2389;Zamosc;Zamosc;Zamosc;;Zamo??;;;;;;;;;;
POL_2217;Shatsk;Shatsk;Shatsk;;Shatsk;;;;;;;;;;
POL_2216;Lublin;Lublin;Lublin;;Lublin;;;;;;;;;;
POL_2215;Kielce;Kielce;Kielce;;Kielce;;;;;;;;;;
LIT_1395;Memel;Memel;Memel;;Memel;;;;;;;;;;
LIT_1577;Alytus;Alytus;Olita;;Alytus;;;;;;;;;;
LIT_1531;Vievis;Vievis;Vievis;;Vievis;;;;;;;;;;
LIT_1355;Utena;Utena;Utena;;Utena;;;;;;;;;;
LIT_1442;Kaunas;Kaunas;Kauen;;Kaunas;;;;;;;;;;
LIT_1308;Siauliai;Siauliai;Schaulen;;Siauliai;;;;;;;;;;
LAT_1261;Liepaja;Liepaja;Libau;;Liepâja;;;;;;;;;;
LAT_1096;Tukums;Tukums;Tuckum;;Tukums;;;;;;;;;;
LAT_1220;Riga;Riga;Riga;;Riga;;;;;;;;;;
LAT_1222;Jekabpils;Jekabpils;Jakobsstadt;;Jekabpils;;;;;;;;;;
LAT_1311;Daugavpils;Daugavpils;Dünaburg;;Daugavpils;;;;;;;;;;
LAT_1140;Gulbene;Gulbene;Schwanenburg;;Gulbene;;;;;;;;;;
LAT_1098;Cesis;Cesis;Wenden;;Cesis;;;;;;;;;;
EST_985;Parnu;Parnu;Pernau;;Parnu;;;;;;;;;;
EST_906;Tallin;Tallin;Reval;;Tallin;;;;;;;;;;
EST_820;Narva;Narva;Narwa;;Narva;;;;;;;;;;
EST_1062;Tartu;Tartu;Dorpat;;Tartu;;;;;;;;;;
FIN_698;Viipuri;Viipuri;Viipuri;;Viipuri;;;;;;;;;;
FIN_696;Kotka;Kotka;Kotka;;Kotka;;;;;;;;;;
FIN_780;Helsinki;Helsinki;Helsinki;;Helsinki;;;;;;;;;;
FIN_736;Turku;Turku;Turku;;Turku;;;;;;;;;;
FIN_779;Hanko;Hanko;Hanko;;Hanko;;;;;;;;;;
FIN_654;Forssa;Forssa;Forssa;;Forssa;;;;;;;;;;
FIN_655;Lahti;Lahti;Lahti;;Lahti;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_580;Onkamo;Onkamo;Onkamo;;Onkamo;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_507;Soujarvi;Soujarvi;Soujarvi;;Soujarvi;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_433;Joensuu;Joensuu;Joensuu;;Joensuu;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_352;Lieksa;Lieksa;Lieksa;;Lieksa;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_505;Varkus;Varkus;Varkus;;Varkus;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_615;Pori;Pori;Pori;;Pori;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_537;Tampere;Tampere;Tampere;;Tampere;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_503;Padosjoki;Padosjoki;Padosjoki;;Padosjoki;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_427;Teuva;Teuva;Teuva;;Teuva;;;;;;;;;;
FIN_346;Vaasa;Vaasa;Vaasa;;Vaasa;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_398;Perho;Perho;Perho;;Perho;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_429;Karstula;Karstula;Karstula;;Karstula;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
FIN_401;Kuopio;Kuopio;Kuopio;;Kuopio;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_301;Toholampi;Toholampi;Toholampi;;Toholampi;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,
FIN_249;Oulu;Oulu;Oulu;;Oulu;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_302;Kilpua;Kilpua;Kilpua;;Kilpua;;;;;;;;;;,,,,,,,,,,,,,,,,,
FIN_349;Kiuruvesi;Kiuruvesi;Kiuruvesi;;Kiuruvesi;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_327;Nurmes;Nurmes;Nurmes;;Nurmes;;;;;;;;;;
FIN_284;Pista;Pista;Pista;;Pista;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
FIN_266;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;;;;,,,,,,,,,,,,,,
FIN_208;Vaala;Vaala;Vaala;;Vaala;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_222;Hossa;Hossa;Hossa;;Hossa;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
FIN_182;Olanga;Olanga;Olanga;;Olanga;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
FIN_126;Nota;Nota;Nota;;Nota;;;;;;;;;;,,,,
FIN_45;Titovka;Titovka;Titovka;;Titovka;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,
